,TIME,SEGMENT_PROGRESSIVE,DURATION,BYTES,QUALITY_INDEX,RESOLUTION,BITRATE,VMAF,REBUF,BUFFER_STATE,DELAY,REWARD
0,270.4666435134026,0,3.042,361959,1,854x480,951.897435897436,67.3639135169178,0.27046664351340255,3.042,270.4666435134026,40.31724916557755
1,804.5405655710964,1,7.292,862913,0,640x360,946.6955567745474,168.21229341582855,0.5340739220576939,10.334,534.0739220576938,111.11111428090067
2,1250.9314183032682,2,4.417,684116,0,640x360,1239.0599954720399,103.02782447306606,0.0,14.30460914726783,446.3908527321718,101.99888762347035
3,1551.4329072772412,3,4.0,173635,0,640x360,347.27,89.15195447916666,0.0,18.004107658293854,300.5014889739731,85.00273216588047
4,2495.239002319407,4,4.959,668209,1,854x480,1077.973785037306,113.98371066813026,0.0,22.01930156325169,943.8060950421658,111.19478136578431
5,2860.584105939841,5,2.209,188745,2,1280x720,683.5491172476234,51.95838831735849,0.0,23.862956459631256,365.34510362043363,49.814367947927714
6,4267.412946859142,6,3.75,1055905,2,1280x720,2252.5973333333336,88.95123218749998,0.0,26.206127618711953,1406.8288409193012,88.15482200511005
7,5111.92924971875,7,3.625,732480,2,1280x720,1616.5075862068966,85.44102354166665,0.0,28.986611315852347,844.516302859608,84.83945932327585
8,6215.134920650402,8,3.875,1231324,2,1280x720,2542.088258064516,95.22760791666667,0.0,31.758405644920696,1103.2056709316516,91.20789179505005
9,7375.773818847914,9,5.5,2155299,3,1920x1080,3134.9803636363636,130.15358041666667,0.0,36.09776674672318,1160.6388981975128,126.51126357404692
10,9094.102107255792,10,3.75,2744981,3,1920x1080,5855.959466666667,92.841779375,0.0,38.1294384583153,1718.3282884078776,88.46769743560606
11,12924.140382918402,11,6.084,3436500,3,1920x1080,4518.737672583827,149.12235069719176,0.0,40.383400182652686,3830.03827566261,148.13342751454337
12,19387.890982558856,12,5.542,2600596,3,1920x1080,3754.018044027427,133.78358029447367,0.0,39.46164958301223,6463.750599640456,132.30105582799925
13,22801.178969255256,13,4.959,3326788,3,1920x1080,5366.86912684009,121.80501129686975,0.0,41.00736159631583,3413.2879866963995,120.11513876259286
14,27221.91319957048,14,5.0,3826069,3,1920x1080,6121.7104,124.51243958333333,0.0,41.586627366000606,4420.734230315225,123.15214413515407
15,32854.32372758962,15,5.834,3655070,3,1920x1080,5012.094617757971,144.97785189982142,0.0,41.788216837981466,5632.410528019139,144.76992416172618
16,40089.60490019383,16,6.0,3676249,3,1920x1080,4901.665333333333,147.59064479166668,0.0,40.552935665377255,7235.28117260421,146.58238405753968
17,47282.10907289942,17,5.667,2392344,3,1920x1080,3377.2281630492325,137.0684748772059,0.0,39.02743149267167,7192.504172705586,135.4232381533497
18,53153.228378882326,18,3.709,2762394,3,1920x1080,5958.250741439741,92.63581792848316,0.0,36.86531218668876,5871.119305982911,89.48052350019499
19,57752.26458149875,19,5.25,3035909,3,1920x1080,4626.147047619048,130.75513125,0.0,37.516275984072344,4599.036202616419,130.47426749398073
20,59884.30438182881,20,4.084,2125022,3,1920x1080,4162.628795298727,100.07162753704081,0.0,39.46823618374228,2132.0398003300643,98.46201763908162
21,61175.47927234893,21,3.084,1724158,3,1920x1080,4472.523994811932,76.00109974297297,0.0,41.26106129322216,1291.1748905201139,75.43973915003309
22,63311.98821374169,22,3.792,3080072,3,1920x1080,6498.042194092827,94.66056420131868,0.0,42.9165523518294,2136.5089413927644,93.38235621498069
