TIME,SEGMENT_NO,DURATION,BYTES,CRF,QUALITY_INDEX,RESOLUTION,BITRATE,CURRENT_THROUGHPUT,VMAF,REBUF,BUFFER_STATE,DELAY,REWARD,BITRATE_LIST
0.0,0,1872.8189766407013,31851,40,0,"(640, 360)",133.97535730021843,163324.0,70.0,288.066449232925,1872.8189766407013,285.28133293975554,12.543253704932802,"[133.97535730021843, 192.61980901224143, 387.33856949516854, 742.4693806515794]"
1872.8189766407013,1,3593.347430229187,141129,28,0,"(640, 360)",313.30634553630205,163324.0,43.185093894736845,0.0,4533.70771635372,893.9835402034188,10.864555894444454,"[313.30634553630205, 441.31153145573154, 809.67609093563, 1603.5879636053241]"
5466.166406869888,2,1000.0,26044,36,0,"(640, 360)",208.14364820814365,973804.0,88.10759315740742,0.0,5423.332686870106,108.15221219270538,-1.0869532294736808,"[208.14364820814365, 297.8858162978858, 569.8615685698616, 1048.5104410485103]"
6466.166406869888,3,2631.112724542618,38956,40,0,"(640, 360)",118.22900800426713,973804.0,63.71926026666667,0.0,7931.239865579315,122.1094139985805,30.732424119432746,"[118.22900800426713, 176.0293842605888, 354.53224222287895, 687.3950338566198]"
9097.279131412506,4,7413.56086730957,198671,36,0,"(640, 360)",213.6025096313905,973804.0,44.75033807594935,0.0,15054.54828983943,294.7530390315224,-1.5490026593422925,"[213.6025096313905, 319.19044981073205, 622.852407558676, 1185.3820583718843]"
16510.839998722076,5,1000.0,37696,36,1,"(854, 480)",301.26643230126643,973804.0,60.53652585201793,0.0,15930.277602909217,120.7474193985648,2.4647080124050653,"[208.3914002083914, 301.26643230126643, 562.7406965627407, 1066.892041066892]"
17510.839998722076,6,1000.0,67672,39,2,"(1280, 720)",540.8346245408346,973804.0,69.8995697,0.0,16779.03938612162,153.14991950179535,1.0359608547982007,"[198.12967219812967, 287.27244028727245, 540.8346245408346, 1020.1947850201947]"
18510.839998722076,7,1859.3990802764893,144140,35,2,"(1280, 720)",617.1251809572741,973804.0,70.14935573333332,0.0,18384.153977486152,235.80785844941457,6.98545609785715,"[225.27595148070546, 327.512195383014, 617.1251809572741, 1150.484202864811]"
20370.239078998566,8,1000.0,79893,33,2,"(1280, 720)",638.5048566385049,973804.0,81.62568844642858,0.0,19202.366786680534,166.36018617385236,9.287691386666657,"[262.19354426219354, 365.2344003652344, 638.5048566385049, 1163.6352011636352]"
21370.239078998566,9,4228.989660739899,993660,22,2,"(1280, 720)",1875.9048520956935,973804.0,85.50437826666665,0.0,22120.004394008134,1342.6515382205405,14.084911119136681,"[701.7472981573643, 1159.811599616856, 1875.9048520956935, 3739.8405832020276]"
25599.228739738464,10,2541.4266288280487,376453,38,3,"(1920, 1080)",1172.1865955482485,774868.0,95.41246660629923,0.0,24307.98773027162,333.9584823672414,9.578000364069254,"[213.39884697240737, 323.0470069701654, 621.9467577131878, 1172.1865955482485]"
28140.655368566513,11,1000.0,366283,30,3,"(1920, 1080)",2927.333738927334,1902172.0,81.85275580519479,0.0,25023.658882258165,282.6951572368739,14.774191639370063,"[588.7306805887306, 858.5805608585805, 1427.0914814270914, 2927.333738927334]"
29140.655368566513,12,1000.0,272422,35,3,"(1920, 1080)",2177.1966261771963,1902172.0,98.85906383333331,0.0,25789.764591410807,230.75398018686008,13.197321979480517,"[400.2073924002074, 610.0133766100133, 1112.2466411122466, 2177.1966261771963]"
30140.655368566513,13,1000.0,180641,40,3,"(1920, 1080)",1443.6828734436829,1902172.0,93.97099593333333,0.0,26594.48234829797,179.96384188844732,23.85947159999997,"[246.6331202466331, 380.5390803805391, 741.9053527419054, 1443.6828734436829]"
31140.655368566513,14,1000.0,370823,31,3,"(1920, 1080)",2963.617418963617,1902172.0,79.99918446666668,0.0,27333.743576091405,285.20752066584936,14.081288386666678,"[598.329072598329, 876.1469768761469, 1554.0603855540603, 2963.617418963617]"
32140.655368566513,15,1000.0,166336,39,3,"(1920, 1080)",1329.357313329357,1902172.0,97.46397996666668,0.0,28175.902582058785,172.04768355111395,5.663676566666673,"[231.3684002313684, 341.9297283419297, 687.168144687168, 1329.357313329357]"
33140.65536856651,16,1000.0,134712,40,3,"(1920, 1080)",1076.6183050766183,1902172.0,78.6710158,0.0,29036.432838427518,154.2732356806529,25.328301483333348,"[194.0857201940857, 287.6001122876001, 555.0044405550044, 1076.6183050766183]"
34140.65536856651,17,1000.0,172797,40,3,"(1920, 1080)",1380.9936253809935,2177244.0,74.27135696666667,0.0,29862.011247767692,163.54211973824175,5.4539761000000055,"[252.1156322521156, 377.3262963773263, 729.4618087294617, 1380.9936253809935]"
35140.65536856651,18,1000.0,122629,40,3,"(1920, 1080)",980.050968980051,2177244.0,76.4340794,0.0,30714.97509098956,139.28741009034212,2.21743510000001,"[181.29852018129853, 265.40632826540633, 517.6977845176978, 980.050968980051]"
36140.65536856651,19,2232.208162546158,364232,36,3,"(1920, 1080)",1303.4068731495204,2177244.0,74.10784373333333,0.0,32672.136441942494,256.0951483908822,8.891382913731338,"[242.90191892981161, 352.26825922170156, 682.5143844810874, 1303.4068731495204]"
38372.86353111267,20,3469.6890115737915,411134,40,3,"(1920, 1080)",947.8219447820072,2177244.0,85.89131808955223,0.0,35836.36963960677,278.7708458854163,3.849026407435899,"[169.30052041173016, 249.45643356443856, 491.9206359864179, 947.8219447820072]"
41842.55254268646,21,1000.0,124692,40,3,"(1920, 1080)",996.5384649965384,2177244.0,77.09968463461539,0.0,36687.69135109615,140.2848081529242,13.52655052288555,"[186.9168961869169, 278.736984278737, 532.6668005326667, 996.5384649965384]"
42842.55254268646,22,1000.0,101069,40,3,"(1920, 1080)",807.7434488077433,2177244.0,74.72953513333336,0.0,37559.82033165667,128.8638026112974,5.89645769653846,"[157.9618801579619, 233.82194423382194, 437.86569643786567, 807.7434488077433]"
43842.55254268646,23,2245.3930974006653,407133,40,3,"(1920, 1080)",1435.5028083648017,2177244.0,81.01071026666666,0.0,39512.84480344508,276.83648347708345,4.491493383725505,"[254.3994189346901, 389.828536371233, 751.9436423063497, 1435.5028083648017]"
46087.94564008713,24,4420.3808307647705,543431,40,3,"(1920, 1080)",979.6467641074765,2177244.0,78.27407816176473,0.0,43547.26722579965,417.85997628062114,6.534925033583967,"[176.40026941453266, 263.02213431022017, 509.07358671729577, 979.6467641074765]"
50508.3264708519,25,1000.0,168264,40,3,"(1920, 1080)",1344.7658893447658,1176424.0,78.95157046616539,0.0,44310.25728259804,230.557962095299,5.21045217843141,"[239.49626423949627, 360.59104836059106, 701.9533447019534, 1344.7658893447658]"
51508.3264708519,26,1000.0,171379,40,3,"(1920, 1080)",1369.6609693696607,1176424.0,76.12725196666665,0.0,45093.55646297327,233.3451777321961,5.410165332832065,"[240.62313624062313, 362.7888483627888, 717.7854967177855, 1369.6609693696607]"
52508.3264708519,27,1000.0,193851,39,3,"(1920, 1080)",1549.2571935492572,1176424.0,77.08281026666666,0.0,45817.56347290911,253.45250029795918,5.983696783333329,"[283.3883282833883, 425.8217524258217, 807.6235688076235, 1549.2571935492572]"
53508.3264708519,28,1000.0,166979,40,3,"(1920, 1080)",1334.4961693344962,1176424.0,80.99403663333332,0.0,46587.152856442764,229.40817972181173,4.205557313333335,"[250.8449042508449, 368.2393923682394, 711.5037847115037, 1334.4961693344962]"
54508.3264708519,29,1895.4442143440247,395380,40,3,"(1920, 1080)",1663.0930510615165,1176424.0,78.18973056666667,0.0,47941.459080723005,550.5342958185481,6.733556178771922,"[299.3340350869814, 450.5006041320741, 864.2253912136377, 1663.0930510615165]"
56403.77068519592,30,1723.898708820343,644540,33,3,"(1920, 1080)",2971.825888091994,649612.0,83.05493307017542,0.0,45546.33103107828,4322.571813413656,16.07951897410256,"[585.0468108454538, 868.8673873300643, 1552.8567180075938, 2971.825888091994]"
