TIME,SEGMENT_NO,DURATION,BYTES,CRF,QUALITY_INDEX,RESOLUTION,BITRATE,CURRENT_THROUGHPUT,VMAF,REBUF,BUFFER_STATE,DELAY,REWARD,BITRATE_LIST
94606.78796470165,40,2238.1573021411896,113954,40,1,"(854, 480)",401.7883272159285,362151.0,78.79753166666666,0.0,15622.656835023843,411.219792151253,38.0101246244217,"[262.1810399235589, 401.7883272159285, 806.6864821220166, 1565.4491797036144]"
96844.94526684284,41,1000.0,917865,15,2,"(1280, 720)",7335.577087335577,362151.0,49.955437088235286,0.0,13920.741504275382,2736.3761831328393,17.01763901333333,"[1991.6064019916064, 4731.927340731927, 7335.577087335577, 13829.7004698297]"
97844.94526684284,42,1000.0,68680,40,1,"(854, 480)",548.8905605488904,365929.0,99.82898696666666,0.0,14632.20547767818,277.56492883074384,-7.7738627088235335,"[356.60304035660306, 548.8905605488904, 1051.4035450514036, 1971.3866419713866]"
98844.94526684284,43,2237.4829947948456,127343,40,1,"(854, 480)",448.9963577641679,365929.0,53.70280166666666,0.0,16462.629112251503,446.31494950631065,37.101156606372555,"[295.71922698568846, 448.9963577641679, 866.1610552258855, 1640.479943021751]"
101082.42826163769,44,4764.929354190826,2101517,22,2,"(1280, 720)",3523.494594292119,365929.0,55.45566072058822,0.0,12099.96811717675,8832.980906588373,19.414000784382274,"[1291.2233167443444, 2436.954226377876, 3523.494594292119, 6969.8183231134935]"
105847.35761582851,45,1000.0,84237,32,1,"(854, 480)",673.222104673222,319962.0,99.64046825174823,0.0,12730.651890868316,357.12830372290927,9.354743767941178,"[455.71183245571183, 673.222104673222, 1135.870993135871, 2165.576258165576]"
106847.35761582851,46,1000.0,56941,40,1,"(854, 480)",455.07247245507244,319962.0,83.16718306666667,0.0,13478.808304369666,267.3281662723764,40.59822185174823,"[303.3843123033843, 455.07247245507244, 894.8162888948164, 1743.3189377433189]"
107847.35761582851,47,5077.066868543625,377083,38,1,"(854, 480)",590.9112545187611,319962.0,48.08449280000001,0.0,17333.327670187864,1320.5519208037533,19.82876260915032,"[386.4241773675566, 590.9112545187611, 1135.2839951382, 2183.5288402491233]"
112924.42448437214,48,1000.0,161364,36,2,"(1280, 720)",1289.621089289621,319962.0,56.67684091503269,0.0,17745.01169519483,610.8656718774828,10.67396046000001,"[479.0085124790085, 701.7855127017856, 1289.621089289621, 2458.4111304584108]"
113924.42448437214,49,1244.460552930832,160489,40,2,"(1280, 720)",1012.6008036689578,319962.0,84.13734956666669,0.0,18398.057624566463,607.9870405663305,0.1170445190230518,"[352.5480407118661, 524.7966181231687, 1012.6008036689578, 1937.2917381411507]"
115168.88503730297,50,1000.0,156687,36,2,"(1280, 720)",1252.2425052522426,319962.0,67.97454768421053,0.0,18794.218508082726,595.4789762863288,8.585221983333328,"[463.6079284636079, 693.4498566934498, 1252.2425052522426, 2391.645962391646]"
116168.88503730297,51,1507.3894560337067,122669,40,2,"(1280, 720)",639.3722456914861,319962.0,86.66492823333333,0.0,19823.981617579135,483.56437063743425,-0.8602143814645189,"[216.7691293322944, 327.9031160985831, 639.3722456914861, 1222.2393065722915]"
117676.27449333668,52,1000.0,46743,37,2,"(1280, 720)",373.5700563735701,319962.0,68.22873397826089,0.0,20567.36926352633,233.77812957393954,10.647655516666667,"[146.94890414694888, 200.8869122008869, 373.5700563735701, 690.9563526909564]"
118676.27449333668,53,1845.4389870166779,330364,34,2,"(1280, 720)",1414.430021380386,319962.0,82.03454543333332,0.0,21378.339542862705,1123.9228975610054,12.065254920031046,"[528.1442413441546, 781.6219658716587, 1414.430021380386, 2689.816353453374]"
120521.71348035336,54,2532.564878463745,226096,39,2,"(1280, 720)",713.2734380206548,365788.0,89.81354719642856,0.0,23222.807004259874,730.6385925008044,10.000333341228064,"[247.9339429599873, 366.8233650870767, 713.2734380206548, 1365.7203901305627]"
123054.2783588171,55,1000.0,694443,25,3,"(1920, 1080)",5549.988461549988,365788.0,74.06842418421051,0.0,22285.189040872887,2078.4051734309146,15.859267020357148,"[1182.8000171828, 1834.7634018347633, 2911.117970911118, 5549.988461549988]"
124054.2783588171,56,1000.0,483962,30,3,"(1920, 1080)",3867.8243078678242,365788.0,99.73436956666667,0.0,21767.39043926201,1472.7020137635086,16.940990321578944,"[852.0750728520751, 1263.822913263823, 2045.2167380452167, 3867.8243078678242]"
125054.2783588171,57,1000.0,199638,34,2,"(1280, 720)",1595.5068975955069,365788.0,98.91305456666666,0.0,22145.184419940044,654.5001562596224,19.321782500000005,"[610.7726166107725, 902.6084889026085, 1595.5068975955069, 3043.345611043346]"
126054.2783588171,58,3830.107092857361,1016552,38,3,"(1920, 1080)",2119.378052216073,365788.0,90.82517413333333,0.0,23008.946153536355,2986.4677171169014,19.650906166666665,"[393.85474350765185, 590.4245601772764, 1106.8862972226152, 2119.378052216073]"
129884.38545167446,59,3858.689248561859,1771653,30,3,"(1920, 1080)",3661.8236694288157,368234.0,88.52429679999999,0.0,21927.084668835607,5206.690080240315,15.63273999183909,"[739.5955651631803, 1178.9123834754712, 1866.7425217741104, 3661.8236694288157]"
133743.07470023632,60,2122.1077740192413,236134,37,2,"(1280, 720)",884.6169155347139,360461.0,99.5254290086207,0.0,23332.114348483927,769.5672632078308,12.10781148749998,"[321.45819021488956, 479.0179581159923, 884.6169155347139, 1660.3041299124454]"
135865.18247425556,61,3840.2249217033386,874060,40,3,"(1920, 1080)",1806.5916951575452,360461.0,82.83297062500002,0.0,24764.563588088142,2611.257878562852,23.29291637068966,"[323.49826393598613, 491.9627431542445, 946.4485160586244, 1806.5916951575452]"
139705.4073959589,62,1369.8605298995972,725715,30,3,"(1920, 1080)",4142.79710090117,366994.0,82.46502527586209,0.0,23905.307667988778,2161.5341022354305,15.491247866071435,"[866.789733987631, 1327.1290658419682, 2180.0241329926266, 4142.79710090117]"
141075.2679258585,63,1525.8253514766693,307524,34,3,"(1920, 1080)",1602.8687808984228,366994.0,97.9575748809524,0.0,24538.69413100628,962.0565831708708,11.405200241979005,"[330.7593877779718, 477.4873148700736, 862.3386506201185, 1602.8687808984228]"
142601.09327733517,64,1000.0,77106,40,3,"(1920, 1080)",616.2311526162312,366994.0,91.08617128260869,0.0,25255.81004933902,301.15950267937836,21.359428014285733,"[135.50436013550436, 189.85795218985797, 340.89076834089076, 616.2311526162312]"
143601.09327733517,65,1000.0,142578,40,3,"(1920, 1080)",1139.4833771394833,366994.0,83.19629373333332,0.0,25779.6976564481,488.94975193915405,15.720158815942028,"[215.08070421508071, 325.3703043253703, 614.2491366142491, 1139.4833771394833]"
144601.09327733517,66,1000.0,250571,40,3,"(1920, 1080)",2002.5634340025633,366994.0,80.73202493333332,0.0,25901.922179095673,824.8229601464025,9.771069033333333,"[335.74392033574395, 526.8086645268087, 1044.834121044834, 2002.5634340025633]"
145601.09327733517,67,4909.041494131088,984614,40,3,"(1920, 1080)",1595.0745523940357,348141.0,76.85044939999997,0.0,28000.24304860195,3057.057541265419,6.035173213423431,"[287.2130170229586, 432.89150536867953, 839.3915928486725, 1595.0745523940357]"
150510.13477146626,68,5411.955416202545,1553099,35,3,"(1920, 1080)",2284.484806496761,348141.0,81.8472928445946,0.0,28503.656758329784,4597.782284694563,14.207954884539891,"[425.7005073939485, 634.5991337750506, 1190.318696941148, 2284.484806496761]"
155922.0901876688,69,1000.0,114949,40,3,"(1920, 1080)",918.6724089186723,368790.0,94.82166637423315,0.0,29128.525827499434,408.09714842707524,12.64027732792794,"[142.51334414251335, 215.22456021522453, 455.98356045598354, 918.6724089186723]"
156922.0901876688,70,1000.0,75723,40,3,"(1920, 1080)",605.1782166051782,368790.0,68.41403103333333,0.0,29804.17157938905,296.13498482234223,24.163502507566477,"[90.67723209067724, 135.69616813569618, 302.2574403022574, 605.1782166051782]"
157922.0901876688,71,1000.0,15083,40,3,"(1920, 1080)",120.54333612054333,368790.0,71.31632773333334,0.0,30681.891907631605,123.05117303957037,10.528327216666666,"[33.950016033950014, 38.673288038673284, 66.15777606615778, 120.54333612054333]"
158922.0901876688,72,5758.154571056366,5642,37,3,"(1920, 1080)",30.743766751695176,368790.0,87.28288386666667,0.0,36334.77888814089,96.10387312134563,16.325193026666625,"[16.238288713231412, 17.61145943663219, 21.714624336317847, 30.743766751695176]"
