,TIME,SEGMENT_PROGRESSIVE,DURATION,BYTES,QUALITY_INDEX,RESOLUTION,BITRATE,VMAF,REBUF,BUFFER_STATE,DELAY,REWARD
0,80.86537799043062,0,4.939,11304,1,854x480,18.309779307552137,116.95077897714529,0.08086537799043061,4.939,80.86537799043062,108.86424117810223
1,196.111004784689,1,7.541,460396,0,640x360,488.41904256729873,154.699720206969,0.11524562679425839,12.48,115.24562679425838,130.5169312605018
2,330.1627559808612,2,7.408,706051,0,640x360,762.4740820734341,160.05636729891893,0.0,19.753948248803827,134.05175119617226,155.69077691025592
3,428.1227942583732,3,4.038,234603,0,640x360,464.7904903417533,87.56252384268598,0.0,23.693988210526314,97.96003827751196,87.2475402856165
4,648.7390622009569,4,5.439,1836800,3,1920x1080,2701.6731016731014,130.65978563374233,0.0,28.91237194258373,220.61626794258373,121.30725806744918
5,1024.9323636363638,5,6.64,3869025,3,1920x1080,4661.475903614458,163.00267263517588,0.0,35.17617864114832,376.19330143540674,160.89932711247033
6,1241.866258373206,6,2.603,1788699,3,1920x1080,5497.346139070303,65.02872266461539,0.0,37.56224474641147,216.9338947368421,63.294217616296876
7,1516.8457033492825,7,4.572,2546919,3,1920x1080,4456.5511811023625,113.13941982569344,0.0,41.8592653014354,274.9794449760766,112.19515294192028
8,1875.3437816764135,8,4.205,3600987,3,1920x1080,6850.867063020213,105.0974301344246,0.0,45.70576722310827,358.498078327131,104.10827519814839
9,2082.264873294347,9,1.869,1627763,3,1920x1080,6967.417870518994,46.379069042812496,0.0,47.36784613149033,206.9210916179337,45.66493965789186
10,2223.7950877192984,10,1.569,789125,3,1920x1080,4023.5818992989166,39.0762536256383,0.0,48.79531591706538,141.53021442495128,38.71511163855622
11,2516.5040935672514,11,4.472,2727993,3,1920x1080,4880.1305903398925,111.40488745313434,0.0,52.97460691121743,292.7090058479532,111.37908441089871
12,2787.752514619883,12,4.038,2452761,3,1920x1080,4859.35809806835,100.71771304884298,0.0,56.7413584901648,271.24842105263156,100.59440389132479
13,3518.2495126705653,13,3.738,2582599,3,1920x1080,5527.231674692349,93.4367889234375,0.0,59.6979862484494,281.3722417153996,93.22082498527338
14,4503.613258479531,14,5.339,2708919,3,1920x1080,4059.065742648436,132.4373006980469,0.0,59.72886675371256,308.1194947368421,131.67398931411833
15,5317.009524070712,15,4.972,3830497,3,1920x1080,6163.309734513274,123.8308304842282,0.0,59.842790746453026,358.0760072595281,123.43083137558726
16,5898.222222593754,16,6.64,3565360,3,1920x1080,4295.614457831326,164.69795897989948,0.0,59.62984452635734,352.9462200956938,164.29104624845704
17,6566.153233781572,17,6.374,5002173,4,1920x1080,6278.221524945089,159.27936848793195,0.0,59.9940122599771,509.8322663802363,158.53933119202833
18,7935.7389148772445,18,4.405,3561981,4,1920x1080,6468.977979568672,109.6845561470644,0.0,59.50326879183306,395.7434681440443,109.32893189631078
19,8699.030988518522,19,7.441,4176220,3,1920x1080,4489.955651122161,182.74249836507846,0.0,59.50954386148823,434.7249303448235,181.37789872552145
20,9031.04444760445,20,3.871,2815918,3,1920x1080,5819.515370705244,96.65219360954742,0.0,59.58882070359349,291.72315789473686,95.01454383414924
21,9452.288119456336,21,3.637,2519544,3,1920x1080,5542.026945284575,90.63345240761467,0.0,59.99534401826315,230.47668533034715,90.43970504839288
22,11289.46613528327,22,4.205,2435816,3,1920x1080,4634.132699167658,104.92829610714284,0.0,59.58713850361045,1113.2055146526968,104.79476415432502
23,12098.0460657746,23,4.138,3625289,3,1920x1080,7008.775253745771,102.75000874524193,0.0,59.8928347889519,332.3037146585472,102.26047609547236
24,13134.29876621513,24,4.004,3020852,3,1920x1080,6035.668331668332,100.04998620283332,0.0,59.57684654664803,319.9882423038729,99.42330310068279
25,14395.730743148777,25,4.271,3093364,3,1920x1080,5794.172793256849,103.59627897029297,0.0,59.53526278724953,312.5837593984962,100.66921538175131
26,14693.773909639256,26,2.603,1767137,4,1920x1080,5431.077986938148,64.71723241701923,0.0,59.92366531277187,214.59747447766352,62.28998230283655
27,15643.283609377811,27,6.54,5087308,4,1920x1080,6223.006727828746,163.0427063494898,0.0,59.99063330890899,473.0320038628682,162.77261934791994
28,16762.406763343162,28,5.272,3607964,4,1920x1080,5474.907435508346,130.2422527135443,0.0,59.90131057986416,361.3227290448344,129.3400406778946
29,17149.84938831176,29,4.972,4013521,4,1920x1080,6457.79726468222,123.89127732395974,0.0,59.51848947984011,354.8211000240386,123.03819451238893
30,18092.012506689447,30,3.204,2132752,3,1920x1080,5325.223470661673,79.367392884375,0.0,59.977718683123555,244.77079671656205,78.78159678957633
31,19428.149779617623,31,4.939,3582952,3,1920x1080,5803.526219882568,122.57177929042231,0.0,59.55734620749002,359.3724756335282,122.38866454380067
32,20429.435270703463,32,6.107,972710,3,1920x1080,1274.2230227607663,149.2747041603825,0.0,59.862085860594426,302.2603468955971,147.7790585906734
33,21072.11090906808,33,4.772,2828519,3,1920x1080,4741.859178541492,117.28115442636366,0.0,59.872260613507244,261.8252470871836,116.74625070554892
