,TIME,SEGMENT_PROGRESSIVE,DURATION,BYTES,QUALITY_INDEX,RESOLUTION,BITRATE,VMAF,REBUF,BUFFER_STATE,DELAY,REWARD
0,1612.5649666019467,0,6.625,647841,1,640x360,782.2985660377359,143.1132020833333,1.6125649666019468,6.625,1612.5649666019467,-18.143294576861365
1,2083.75359658455,1,3.709,361894,0,640x360,780.5748180102453,81.56932234539326,0.47118862998260325,10.334,471.18862998260323,32.88935805676475
2,2738.1200193554187,2,4.417,437215,0,640x360,791.8768394838125,86.52382012766509,0.0,14.096633577229131,654.3664227708689,76.9100297492466
3,3319.597622467718,3,6.834,369150,0,640x360,432.1334503950834,154.08317239234756,0.0,20.34915597411683,581.4776031122992,142.25222528811378
4,3494.000465063926,4,4.292,170161,0,640x360,317.1686859273066,96.33115655466018,0.0,24.466753131520623,174.40284259620842,95.9223333916244
5,3714.1073367984764,5,2.542,253182,1,640x360,796.7962234461055,54.96243599311475,0.0,26.78864625978607,220.10687173455008,51.671947447833844
6,3960.747311909477,6,4.084,301129,0,640x360,589.8707149853086,89.62692734989794,0.0,30.62600628467507,246.63997511100055,88.33037033919203
7,4291.067804261876,7,4.667,452345,1,640x360,775.3931862009857,104.64141583216518,0.0,34.962685792322674,330.32049235239896,102.73865423777741
8,4514.237656520518,8,2.25,258717,2,854x480,919.8826666666666,50.07742437500001,0.0,36.989515940064024,223.1698522586424,49.417720615079375
9,5075.9062180879755,9,4.75,942505,3,854x480,1587.3768421052632,106.73164020833335,0.0,41.177847378496566,561.6685615674576,105.87889646564328
10,5458.815961347174,10,6.209,626533,0,640x360,807.2578515058786,128.3224862413087,0.0,47.003937635237364,382.9097432591991,121.11190812874538
11,5998.742386830097,11,4.75,914468,3,854x480,1540.1566315789473,105.64113104166668,0.0,51.21401120975444,539.9264254829226,99.3488764378753
12,6731.161117348667,12,5.25,729145,2,854x480,1111.078095238095,119.71672083333333,0.0,55.73159247923587,732.4187305185707,117.46493360693401
13,8084.236789766328,13,4.709,940220,2,854x480,1597.3157782968783,98.80568132933628,0.0,59.08751680681821,1353.075672417661,91.52216766449573
14,14352.575720047293,14,5.0,496113,0,640x360,793.7808,105.97214041666666,0.0,57.819177876537246,6268.338930280965,105.12365410103246
15,15598.879892867191,15,4.959,984802,2,854x480,1588.7106271425694,114.97658487504204,0.0,59.691313650150946,1086.8642263863019,107.0125469562745
16,17843.190936871117,16,4.792,469481,0,640x360,783.7746243739566,105.43678891043479,0.0,59.90087810136578,1582.4355487851642,100.70571387572524
17,19075.498697462932,17,5.875,841860,2,854x480,1146.3625531914893,134.38220166666665,0.0,59.950661968679256,825.2161326865274,130.89861191951894
18,22943.190678302075,18,5.209,1040767,2,854x480,1598.4135150700713,118.50137560979998,0.0,59.63936179221233,3020.3001764669266,118.00451944526097
19,23933.849630179957,19,4.917,966026,3,854x480,1571.7323571283302,113.4574271325,0.0,59.694728218459495,361.6335737528336,112.15674593249999
20,24529.695656473075,20,3.667,708486,3,854x480,1545.6471229888193,80.94879883360795,0.0,59.588317894375464,273.41032408403316,76.9504621290625
21,25729.76734897427,21,5.125,507986,0,640x360,792.9537560975609,111.31840322916668,0.0,59.984499899229405,228.817995146056,109.90130611257392
22,26789.150626110866,22,4.459,451287,0,640x360,809.6649472976004,92.07090128217291,0.0,59.60943510933867,334.06478989073014,87.78156314069432
23,28140.598827839603,23,5.25,1039453,2,854x480,1583.928380952381,108.4223875,0.0,59.506370252097234,353.06485724143744,108.40817220404986
24,29657.064088298812,24,4.584,463784,0,640x360,809.3961605584642,92.24124329018181,0.0,59.54132929411128,1049.0409579859538,90.12345104775757
25,30527.041450946934,25,4.667,470363,0,640x360,806.2789800728519,93.8727583639509,0.0,59.96705276402385,241.27653008743357,93.83963468375609
26,31538.155675074497,26,4.917,497618,0,640x360,809.6286353467563,102.13697084180083,0.0,59.652846068240414,231.2066957834366,99.50473664234563
27,32209.20179820644,27,5.0,501086,0,640x360,801.7375999999999,99.00133072916667,0.0,59.917276770846506,235.56929739390708,95.11354370233052
28,33127.539135674575,28,6.167,614965,1,640x360,797.7493108480622,132.9388653920439,0.0,59.80284651498145,281.4302558650494,125.91397544835021
