File,Method,Average Duration(s),Average Size(MB),Average Buffer State(s),Average VMAF Score,Average VMAF Smoothness,Average Bitrate(bps),Stall Ratio(%),Stall Time(s),Switch Ratio(%),Total Size(MB)
ghent_trace_0.txt.csv,Constant-4,4.73,0.63,49.99,86.9624666915938,5.26,1092.56997157824,5.88,0.22,0.76,21.45
ghent_trace_0.txt.csv,GOP-4,2.64,1.41,50.62,97.7537919700696,1.18,4467.01493224842,6.56,0.38,0.08,85.96
ghent_trace_0.txt.csv,Segue,2.64,1.41,50.62,97.7537919700696,1.18,4467.01493224842,6.56,0.38,0.08,85.96
ghent_trace_1.txt.csv,Constant-4,4.73,0.63,49.99,86.9624666915938,5.26,1092.56997157824,5.88,0.24,0.76,21.45
ghent_trace_1.txt.csv,GOP-4,2.64,1.41,50.46,97.7537919700696,1.18,4467.01493224842,6.56,0.4,0.08,85.96
ghent_trace_1.txt.csv,Segue,2.64,1.41,50.46,97.7537919700696,1.18,4467.01493224842,6.56,0.4,0.08,85.96
ghent_trace_2.txt.csv,Constant-4,4.73,0.63,49.8,86.9624666915938,5.26,1092.56997157824,5.88,0.35,0.76,21.45
ghent_trace_2.txt.csv,GOP-4,2.64,1.41,50.4,97.7537919700696,1.18,4467.01493224842,6.56,0.5,0.08,85.96
ghent_trace_2.txt.csv,Segue,2.64,1.41,50.4,97.7537919700696,1.18,4467.01493224842,6.56,0.5,0.08,85.96
ghent_trace_3.txt.csv,Constant-4,4.73,0.63,49.94,86.9624666915938,5.26,1092.56997157824,5.88,0.26,0.76,21.45
ghent_trace_3.txt.csv,GOP-4,2.64,1.41,50.43,97.7537919700696,1.18,4467.01493224842,6.56,0.42,0.08,85.96
ghent_trace_3.txt.csv,Segue,2.64,1.41,50.43,97.7537919700696,1.18,4467.01493224842,6.56,0.42,0.08,85.96
hsr_trace_1.txt.csv,Constant-4,4.73,0.63,49.41,86.9624666915938,5.26,1092.56997157824,5.88,0.46,0.76,21.45
hsr_trace_1.txt.csv,GOP-4,2.64,1.32,36.93,97.6795466724694,1.26,4030.4683335981,6.56,0.61,0.25,80.44
hsr_trace_1.txt.csv,Segue,2.64,1.32,36.93,97.6795466724694,1.26,4030.4683335981,6.56,0.61,0.25,80.44
hsr_trace_2.txt.csv,Constant-4,4.73,0.63,49.31,86.9624666915938,5.26,1092.56997157824,5.88,1.5,0.76,21.45
hsr_trace_2.txt.csv,GOP-4,2.64,1.38,45.89,97.7359678799517,1.2,4362.54339424893,6.56,1.64,0.11,84.4
