,TIME,SEGMENT_PROGRESSIVE,DURATION,BYTES,QUALITY_INDEX,RESOLUTION,BITRATE,VMAF,REBUF,BUFFER_STATE,DELAY,REWARD
0,4131.511068848486,0,4.972,425215,1,854x480,684.1753821399839,101.8596832804698,4.131511068848486,4.972,4131.511068848486,-311.2914236043788
1,7454.035395757218,1,4.972,308069,0,640x360,495.68624296057925,94.09142906228189,3.322524326908732,9.944,3322.5243269087323,-244.4106047695309
2,10866.019021185868,2,4.972,322835,0,640x360,519.444891391794,91.37836474637584,3.4119836254286495,14.916,3411.9836254286497,-252.00267222601934
3,13275.674512620797,3,3.938,286057,0,640x360,581.1213814118842,74.08500188165256,0.0,16.44434450856507,2409.6554914349285,72.34797560420971
4,17409.46064525732,4,4.872,515632,1,854x480,846.6863711001643,96.61513769753424,0.0,17.182558375928547,4133.786132636523,92.54376310617135
5,21602.573841360827,5,3.938,526274,1,854x480,1069.119349923819,77.3631052979661,0.0,16.927445179825042,4193.113196103505,76.62144468965406
6,26050.613033419977,6,2.636,515241,1,854x480,1563.7056145675265,53.994092414936716,0.0,15.11540598776589,4448.039192059152,50.6418325522463
7,33655.43840530355,7,4.772,845539,1,854x480,1417.5004191114836,100.60250377230768,0.0,12.282580615882319,7604.825371883572,98.20854694660176
8,43377.38704649876,8,7.508,1058460,1,854x480,1127.820990942994,155.21072419866667,0.0,10.068631974687102,9721.948641195215,153.57424430123078
9,47484.92180947136,9,6.307,513653,0,640x360,651.5338512763595,125.58899528537039,0.0,12.26809721171451,4107.534762972592,122.54868997320108
10,50696.69741894578,10,4.672,417624,0,640x360,715.1095890410959,89.66571295314283,0.0,13.728321602240083,3211.775609474427,86.78375878912165
11,57806.63751207323,11,7.508,743227,0,640x360,791.9307405434203,135.41194049866667,0.0,14.126381509112642,7109.94009312744,130.78609997485717
12,64524.61584714679,12,6.474,740556,0,640x360,915.1139944392957,134.16917042582475,0.0,13.882403174039071,6717.97833507357,123.41468749111684
13,70075.29486366519,13,6.073,594353,0,640x360,782.9448378066852,123.93529306895607,0.0,14.404724157520675,5550.679016518396,122.66842014157419
14,74530.06668340409,14,4.605,459892,0,640x360,798.943756786102,77.89170772255434,0.0,14.554952337781774,4454.7718197388995,63.91972642537324
15,78537.7178901132,15,4.305,472485,0,640x360,878.020905923345,87.31533528924419,0.0,14.852301131072661,4007.6512067091135,73.8444819373736
16,82867.27530600548,16,4.438,537337,0,640x360,968.6110860748084,92.20259205394737,0.0,14.960743715180374,4329.557415892286,90.22899149440899
17,84671.69468021233,17,2.036,202193,0,640x360,794.4715127701376,39.96824630147541,0.0,15.192324340973533,1804.4193742068421,35.38849155970295
18,87630.6742181018,18,2.737,338192,0,640x360,988.5042016806723,52.337539504634144,0.0,14.97034480308406,2958.979537889473,50.30337643786084
19,88781.5293990328,19,1.836,126162,0,640x360,549.7254901960785,38.37277996854546,0.0,15.65548962215306,1150.8551809309995,31.26086629670509
20,93134.43677118151,20,4.839,483398,0,640x360,799.1700764620789,88.07666587355173,0.0,16.141582250004355,4352.9073721487075,77.28151350364577
21,94528.98652064189,21,1.335,136786,0,640x360,819.6913857677903,23.166743359687498,0.0,16.08203250054397,1394.5497494603835,19.774531161411627
22,98757.23730213729,22,3.704,428027,0,640x360,924.4643628509718,76.05500500144142,0.0,15.557781719048569,4228.250781495401,63.33563347666666
23,104306.22905510118,23,5.139,563086,0,640x360,876.5689822922748,101.55716385443182,0.0,15.147789966084673,5548.991752963897,98.47252044329343
24,109781.77440608817,24,5.639,568493,0,640x360,806.5160489448483,90.13836335986687,0.0,15.31124461509769,5475.545350986981,75.02942601989915
25,112056.44369668482,25,2.336,234082,0,640x360,801.6506849315068,39.437356897142855,0.0,15.372575324501039,2274.669290596652,35.84689020652578
26,113271.5445999727,26,2.436,149953,0,640x360,492.456486042693,48.01948949095891,0.0,16.593474421213152,1215.1009032878858,36.69947376688845
27,118694.01329449832,27,6.741,668791,0,640x360,793.6994511200119,119.52284509002475,0.0,17.912005726687532,5422.468694525618,111.59602518632204
28,121180.98269054419,28,2.536,253289,0,640x360,799.0189274447949,44.830565030263166,0.0,17.961036330641672,2486.969396045861,44.61831889034655
29,124394.41804293923,29,2.536,329594,0,640x360,1039.7287066246056,52.996518648947365,0.0,17.28360097824663,3213.435352395047,40.11646562263159
30,128603.12842250805,30,3.804,448798,0,640x360,943.8443743427971,76.44798135815789,0.0,16.878890598677813,4208.710379568817,73.24419942833333
31,134743.0456079737,31,5.74,746291,0,640x360,1040.1268292682926,119.78383776279071,0.0,16.478973413212145,6139.917185465668,116.69772157960017
32,137387.8737872537,32,4.105,338515,0,640x360,659.7125456760049,82.36897979126016,0.0,17.93914523393216,2644.8281792799858,79.15802179163828
33,141818.5342194307,33,5.773,577560,0,640x360,800.3602979386801,96.78020045317918,0.0,19.281484801755155,4430.660432177003,83.57522910208186
34,145831.22722456718,34,4.805,481766,0,640x360,802.1078043704475,98.22508157317706,0.0,20.07379179661868,4012.693005136474,83.51315135520983
35,150033.43778700146,35,5.473,461538,1,854x480,674.6398684450941,120.54619932141767,0.0,21.344581234184393,4202.210562434289,114.21279170454774
