,TIME,SEGMENT_PROGRESSIVE,DURATION,BYTES,QUALITY_INDEX,RESOLUTION,BITRATE,VMAF,REBUF,BUFFER_STATE,DELAY,REWARD
0,85.53367346039634,0,4.939,11304,1,854x480,18.309779307552137,116.95077897714529,0.08553367346039634,4.939,85.53367346039634,108.39741163110565
1,390.912400147643,1,7.541,460396,0,640x360,488.41904256729873,154.699720206969,0.30537872668724664,12.48,305.3787266872466,111.50362127120295
2,1157.812906617792,2,7.408,1403177,1,854x480,1515.3099352051834,168.03039197333334,0.0,19.12109949352985,766.9005064701489,159.35917271079646
3,2274.4808362778704,3,4.038,1467743,3,1920x1080,2907.861317483903,97.45227530615703,0.0,22.042431563869773,1116.6679296600785,91.64623764775482
4,3268.826874933301,4,5.439,1836800,3,1920x1080,2701.6731016731014,130.65978563374233,0.0,26.48708552521434,994.3460386554309,130.21563022482889
5,5242.839698722222,5,6.64,3869025,3,1920x1080,4661.475903614458,163.00267263517588,0.0,31.15307270142542,1974.0128237889217,160.89932711247033
6,6517.698532284167,6,2.603,1788699,3,1920x1080,5497.346139070303,65.02872266461539,0.0,32.481213867863474,1274.858833561945,63.294217616296876
7,7858.598214381872,7,4.572,2546919,3,1920x1080,4456.5511811023625,113.13941982569344,0.0,35.71231418576577,1340.8996820977047,112.19515294192028
8,10034.731104786353,8,4.205,3600987,3,1920x1080,6850.867063020213,105.0974301344246,0.0,37.74118129536129,2176.1328904044813,104.10827519814839
9,10909.90843977264,9,1.869,1627763,3,1920x1080,6967.417870518994,46.379069042812496,0.0,38.735003960375,875.1773349862868,45.66493965789186
10,11370.444935350388,10,1.569,789125,3,1920x1080,4023.5818992989166,39.0762536256383,0.0,39.84346746479726,460.5364955777476,38.71511163855622
11,12778.165174082593,11,4.472,2727993,3,1920x1080,4880.1305903398925,111.40488745313434,0.0,42.907747226065055,1407.7202387322043,111.37908441089871
12,14058.870981796252,12,4.038,2452761,3,1920x1080,4859.35809806835,100.71771304884298,0.0,45.66504141835139,1280.7058077136587,100.59440389132479
13,15332.352516147224,13,3.738,2582599,3,1920x1080,5527.231674692349,93.4367889234375,0.0,48.129559884000415,1273.481534350973,93.22082498527338
14,16406.930088908863,14,5.339,2708919,3,1920x1080,4059.065742648436,132.4373006980469,0.0,52.39398231123878,1074.5775727616378,131.67398931411833
15,17886.40323468883,15,4.972,3830497,3,1920x1080,6163.309734513274,123.8308304842282,0.0,55.88650916545882,1479.473145779967,123.43083137558726
16,19304.388849448464,16,6.64,3565360,3,1920x1080,4295.614457831326,164.69795897989948,0.0,59.83071797542342,1195.7911900354009,164.29104624845704
17,20789.123321101106,17,6.374,2433953,3,1280x720,3054.851584562284,158.3282246900785,0.0,59.53344795195921,671.2700234642048,158.1850771323948
18,22542.39182907906,18,4.405,1851841,3,1280x720,3363.1618615209986,109.03375911107955,0.0,59.67854592206446,759.9020298947604,108.68406247733371
19,24456.40095372493,19,7.441,4176220,3,1920x1080,4489.955651122161,182.74249836507846,0.0,59.61922459878313,1500.321323281337,181.96886084673358
20,26481.404692415574,20,3.871,2815918,3,1920x1080,5819.515370705244,96.65219360954742,0.0,59.89456663012007,1095.6579686630564,95.01454383414924
21,28316.514779742447,21,3.637,2519544,3,1920x1080,5542.026945284575,90.63345240761467,0.0,59.788684471470425,1242.8821586496413,90.43970504839288
22,30266.425340067246,22,4.205,2435816,3,1920x1080,4634.132699167658,104.92829610714284,0.0,59.52484315564664,968.8413158237836,104.79476415432502
23,32460.053642806706,23,4.138,3625289,3,1920x1080,7008.775253745771,102.75000874524193,0.0,59.76656362652742,1396.2795291192238,102.26047609547236
24,34167.129931914744,24,4.004,3020852,3,1920x1080,6035.668331668332,100.04998620283332,0.0,59.77569986878352,994.8637577438999,99.42330310068279
25,35053.13867658851,25,4.271,3093364,3,1920x1080,5794.172793256849,103.59627897029297,0.0,59.66980176212871,876.8981066548118,100.66921538175131
26,35773.330407596084,26,2.603,859434,3,1280x720,2641.3645793315404,63.62208298942307,0.0,59.8772612156344,395.5405464943122,62.87773633677886
27,36590.543291226655,27,6.54,2511837,3,1280x720,3072.5834862385323,161.74279134107144,0.0,59.63098036607576,786.2808495586453,160.58485592898353
28,37244.679040790754,28,5.272,1791995,3,1280x720,2719.264036418816,128.08404856797472,0.0,59.80137850832968,601.6018577460857,126.33940740613025
29,38017.513615254604,29,4.972,1976433,3,1280x720,3180.1013676588896,122.84468592295305,0.0,59.62322816700675,650.1503413229207,121.1961071892006
30,38594.65685491099,30,3.204,2132752,3,1920x1080,5325.223470661673,79.367392884375,0.0,59.80999866374902,517.2295032577283,79.11120072414012
31,39875.329747958196,31,4.939,3582952,3,1920x1080,5803.526219882568,122.57177929042231,0.0,59.598619085424744,1150.3795783242767,122.38866454380067
32,41146.826947162124,32,6.107,972710,3,1920x1080,1274.2230227607663,149.2747041603825,0.0,59.84501714318424,360.6019422405,147.7790585906734
33,42733.03630617414,33,4.772,2828519,3,1920x1080,4741.859178541492,117.28115442636366,0.0,59.73936009215995,877.6570510242939,116.74625070554892
