episode,total_reward,duration_sec,steps,avg_reward_per_step,avg_reward_per_sec
590,366.6276,119.23,20,18.3314,3.0750
591,402.6725,165.08,24,16.7780,2.4392
592,799.6982,251.97,37,21.6135,3.1738
593,736.1290,292.07,46,16.0028,2.5204
594,220.7607,290.16,45,4.9058,0.7608
595,848.3150,349.20,56,15.1485,2.4293
596,1103.8122,399.32,72,15.3307,2.7643
597,895.7690,343.80,58,15.4443,2.6055
598,715.8376,287.22,44,16.2690,2.4923
599,428.0671,279.93,41,10.4407,1.5292
600,868.5796,277.99,44,19.7404,3.1245
601,1049.0362,382.56,66,15.8945,2.7421
602,766.2065,293.53,46,16.6567,2.6104
603,854.3517,332.91,56,15.2563,2.5663
604,1003.9956,373.79,64,15.6874,2.6860
605,836.5061,328.69,52,16.0867,2.5450
606,1070.9249,383.13,68,15.7489,2.7952
607,1032.4630,357.84,64,16.1322,2.8853
608,1020.9628,387.61,68,15.0142,2.6340
609,791.8224,276.95,44,17.9960,2.8591
610,77.9353,25.06,5,15.5871,3.1106
611,1168.9079,389.76,74,15.7961,2.9991
612,1105.8865,397.91,70,15.7984,2.7792
613,1020.7803,380.23,66,15.4664,2.6846
614,824.4371,320.85,50,16.4887,2.5696
615,409.2934,266.18,38,10.7709,1.5376
616,968.7284,374.38,63,15.3766,2.5875
617,1099.2998,400.17,72,15.2681,2.7471
618,818.5992,308.11,50,16.3720,2.6568
619,770.2232,266.30,40,19.2556,2.8923
620,907.3729,341.87,59,15.3792,2.6541
621,1000.7926,375.76,67,14.9372,2.6634
622,759.6138,304.12,47,16.1620,2.4978
623,1069.5742,378.80,67,15.9638,2.8236
624,618.7889,259.35,37,16.7240,2.3859
625,789.2233,288.38,46,17.1570,2.7368
626,632.2960,277.23,39,16.2127,2.2807
627,618.1195,258.86,37,16.7059,2.3878
628,1089.6079,380.05,69,15.7914,2.8670
629,144.0650,51.49,9,16.0072,2.7979
630,939.7879,328.11,59,15.9286,2.8642
631,701.9352,271.90,38,18.4720,2.5816
632,1067.9954,373.72,67,15.9402,2.8578
633,679.7233,259.30,36,18.8812,2.6213
634,283.7557,260.99,38,7.4673,1.0872
635,737.4770,281.87,44,16.7608,2.6164
636,777.6915,299.38,48,16.2019,2.5976
637,757.8130,277.21,43,17.6236,2.7338
638,774.5078,276.87,42,18.4407,2.7973
639,697.5400,283.05,42,16.6081,2.4644
640,711.8386,286.91,43,16.5544,2.4811
641,665.7556,257.12,38,17.5199,2.5893
642,610.0719,256.33,38,16.0545,2.3800
643,810.5067,314.91,51,15.8923,2.5738
644,772.7804,303.00,49,15.7710,2.5504
645,686.8466,279.08,42,16.3535,2.4611
646,746.8476,302.56,48,15.5593,2.4684
647,718.4580,285.99,45,15.9657,2.5122
648,803.0015,318.92,52,15.4423,2.5179
649,730.5590,283.05,43,16.9897,2.5810
650,691.6915,256.92,37,18.6944,2.6922
651,605.1253,239.47,34,17.7978,2.5269
652,513.4887,175.48,23,22.3256,2.9262
653,81.7570,82.65,13,6.2890,0.9891
654,1221.4494,415.87,78,15.6596,2.9371
655,653.9713,262.49,39,16.7685,2.4914
656,701.4550,278.38,43,16.3129,2.5198
657,743.2032,294.70,48,15.4834,2.5219
658,769.1534,293.45,47,16.3650,2.6210
659,706.6891,274.55,43,16.4346,2.5740
660,645.2444,258.93,38,16.9801,2.4919
661,707.5283,276.34,42,16.8459,2.5603
662,849.5412,337.18,57,14.9042,2.5196
663,972.0960,353.66,62,15.6790,2.7487
664,342.2711,242.77,33,10.3719,1.4099
665,683.1703,291.84,44,15.5266,2.3409
666,648.4897,282.87,40,16.2122,2.2925
667,754.3393,300.78,47,16.0498,2.5079
668,1111.6744,402.45,72,15.4399,2.7623
669,752.0490,287.55,46,16.3489,2.6154
670,1072.4704,390.25,69,15.5430,2.7482
671,663.3264,277.21,38,17.4560,2.3928
672,680.4784,289.74,43,15.8251,2.3486
673,671.3443,257.24,37,18.1444,2.6098
674,354.4634,150.79,21,16.8792,2.3507
675,296.4952,131.17,18,16.4720,2.2605
676,1114.1030,398.66,71,15.6916,2.7946
677,1053.2584,394.99,69,15.2646,2.6666
678,942.3058,349.35,59,15.9713,2.6973
679,945.1988,334.85,58,16.2965,2.8228
680,600.5664,268.54,38,15.8044,2.2364
681,597.2121,243.93,33,18.0973,2.4483
682,677.2853,270.03,39,17.3663,2.5081
683,169.1775,261.44,36,4.6994,0.6471
684,593.3363,267.10,37,16.0361,2.2214
685,1235.8425,433.70,80,15.4480,2.8495
686,931.8588,356.94,59,15.7942,2.6107
687,1052.5273,385.39,67,15.7094,2.7311
688,935.6270,358.05,61,15.3381,2.6131
689,386.5177,248.52,35,11.0434,1.5553
690,717.9917,297.05,46,15.6085,2.4171
691,726.7140,266.91,39,18.6337,2.7227
692,694.9575,256.62,36,19.3044,2.7081
693,792.6552,322.52,51,15.5423,2.4577
694,643.9979,258.19,37,17.4053,2.4943
695,483.1902,181.11,31,15.5868,2.6680
696,309.1506,144.59,21,14.7215,2.1382
697,581.3668,249.18,33,17.6172,2.3331
698,784.8179,303.09,50,15.6964,2.5894
699,993.2374,383.08,64,15.5193,2.5928
700,784.0549,324.74,53,14.7935,2.4144
701,660.1420,291.59,43,15.3521,2.2640
702,858.4590,329.67,51,16.8325,2.6040
703,803.8460,328.24,53,15.1669,2.4490
704,509.6888,246.93,33,15.4451,2.0641
705,721.9054,305.11,47,15.3597,2.3660
706,680.0486,297.16,43,15.8151,2.2885
707,998.0893,366.31,64,15.5951,2.7247
708,610.3420,267.09,38,16.0616,2.2852
709,576.3217,271.65,39,14.7775,2.1216
710,716.8811,296.98,46,15.5844,2.4139
711,602.8385,271.59,38,15.8642,2.2197
712,1069.3001,381.31,68,15.7250,2.8043
713,298.2999,254.85,35,8.5229,1.1705
714,1083.0907,398.15,71,15.2548,2.7203
715,698.6298,276.23,43,16.2472,2.5292
716,646.5043,274.75,40,16.1626,2.3530
717,560.5200,181.63,27,20.7600,3.0861
718,124.6239,84.03,13,9.5865,1.4831
719,453.1131,270.60,39,11.6183,1.6745
720,830.2844,319.27,51,16.2801,2.6006
721,752.3153,314.45,50,15.0463,2.3925
722,750.1800,295.49,44,17.0495,2.5387
723,865.0733,334.33,54,16.0199,2.5875
724,811.4085,328.11,54,15.0261,2.4730
725,647.9849,290.58,42,15.4282,2.2300
726,886.4892,346.01,58,15.2843,2.5620
727,902.2323,350.87,59,15.2921,2.5714
728,966.5100,366.41,64,15.1017,2.6378
729,449.5764,257.26,36,12.4882,1.7475
730,795.5705,328.94,53,15.0108,2.4186
731,840.2344,331.30,53,15.8535,2.5362
732,1045.4324,379.94,68,15.3740,2.7515
733,1051.6862,361.60,63,16.6934,2.9084
734,672.4695,282.53,42,16.0112,2.3802
735,813.5887,311.94,50,16.2718,2.6082
736,656.2443,270.14,39,16.8268,2.4292
737,1054.6184,388.08,68,15.5091,2.7175
738,63.8399,19.35,4,15.9600,3.3000
739,695.7293,274.14,39,17.8392,2.5378
740,578.1226,256.69,38,15.2138,2.2522
741,342.2072,256.27,35,9.7773,1.3353
742,932.1447,354.00,59,15.7991,2.6332
743,234.3348,271.99,40,5.8584,0.8616
744,969.4763,366.87,64,15.1481,2.6426
745,688.6637,277.60,40,17.2166,2.4808
746,1082.5140,381.37,69,15.6886,2.8385
747,961.4269,344.77,60,16.0238,2.7886
748,833.8085,340.61,54,15.4409,2.4480
749,788.4069,324.97,55,14.3347,2.4261
750,843.3881,302.63,48,17.5706,2.7868
751,685.2248,286.64,43,15.9355,2.3906
752,934.1392,345.11,59,15.8329,2.7068
753,1141.8598,400.56,74,15.4305,2.8507
754,1026.2459,371.35,64,16.0351,2.7636
755,1060.5870,369.16,67,15.8297,2.8729
756,21.9612,242.30,33,0.6655,0.0906
757,875.9239,327.24,55,15.9259,2.6767
758,33.5159,11.86,2,16.7579,2.8269
759,1200.9398,421.11,78,15.3967,2.8519
760,1187.0393,413.59,76,15.6189,2.8701
761,977.2417,346.47,61,16.0204,2.8206
762,614.0138,277.76,41,14.9759,2.2106
763,1047.9144,369.67,68,15.4105,2.8347
764,775.5282,314.01,49,15.8271,2.4697
765,784.2098,321.79,52,15.0810,2.4370
766,812.1152,288.43,45,18.0470,2.8157
767,717.9502,293.15,44,16.3171,2.4491
768,544.9704,252.96,37,14.7289,2.1544
769,967.2153,333.69,58,16.6761,2.8986
770,594.7278,274.19,40,14.8682,2.1690
771,780.6758,296.17,47,16.6101,2.6359
772,488.1902,259.16,36,13.5608,1.8837
773,700.3365,264.71,40,17.5084,2.6456
774,727.5490,295.93,46,15.8163,2.4585
775,1014.6936,359.87,64,15.8546,2.8196
776,848.4197,315.22,54,15.7115,2.6915
777,863.2935,302.68,51,16.9273,2.8522
778,173.4236,78.12,11,15.7658,2.2199
779,267.1576,183.78,26,10.2753,1.4537
780,732.0930,271.18,42,17.4308,2.6997
781,717.4520,294.47,44,16.3057,2.4364
782,780.4053,303.69,50,15.6081,2.5698
783,1001.3425,361.49,64,15.6460,2.7701
784,677.9840,291.56,45,15.0663,2.3254
785,886.7393,332.76,56,15.8346,2.6648
786,783.2392,279.14,44,17.8009,2.8059
787,717.3501,259.90,38,18.8776,2.7601
788,917.3076,345.75,59,15.5476,2.6531
789,806.0339,274.47,44,18.3190,2.9366
790,688.7205,262.64,39,17.6595,2.6223
791,759.1443,297.82,49,15.4927,2.5490
792,691.2700,282.42,43,16.0760,2.4477
793,801.7293,286.78,44,18.2211,2.7957
794,838.8557,310.23,52,16.1318,2.7040
795,881.3241,327.08,54,16.3208,2.6946
796,992.9275,351.68,61,16.2775,2.8234
797,649.1834,246.76,34,19.0936,2.6309
798,630.7298,268.54,39,16.1726,2.3488
799,786.4142,300.14,49,16.0493,2.6201
800,248.2075,174.69,24,10.3420,1.4208
801,56.5787,64.20,9,6.2865,0.8812
802,854.7387,309.63,50,17.0948,2.7605
803,694.8775,257.64,37,18.7805,2.6971
804,713.5628,277.29,41,17.4040,2.5733
805,629.3827,273.78,40,15.7346,2.2988
806,769.3954,300.22,49,15.7019,2.5627
807,699.4613,289.03,44,15.8968,2.4200
808,880.2957,333.32,56,15.7196,2.6410
809,647.5779,253.46,36,17.9883,2.5550
810,715.5560,289.69,43,16.6408,2.4701
811,628.0672,262.73,36,17.4463,2.3905
812,877.5117,359.47,59,14.8731,2.4411
813,497.1009,266.76,36,13.8084,1.8635
814,956.3423,349.10,59,16.2092,2.7394
815,625.2579,256.47,34,18.3899,2.4380
816,677.0995,266.99,38,17.8184,2.5360
817,1187.7569,584.99,76,15.6284,2.0304
818,809.9109,513.61,51,15.8806,1.5769
819,516.4839,394.61,34,15.1907,1.3088
820,572.1423,394.59,34,16.8277,1.4500
821,741.4388,480.60,47,15.7753,1.5427
822,796.2419,486.15,48,16.5884,1.6379
823,661.8001,412.40,38,17.4158,1.6047
824,62.0493,51.15,5,12.4099,1.2131
825,847.2327,475.15,51,16.6124,1.7831
826,750.7706,471.98,47,15.9738,1.5907
827,1166.7048,667.17,74,15.7663,1.7487
828,920.7950,583.05,61,15.0950,1.5793
829,822.4799,479.24,47,17.4996,1.7162
830,1026.7670,610.76,65,15.7964,1.6811
831,793.4847,520.93,51,15.5585,1.5232
832,556.1400,591.13,38,14.6353,0.9408
833,788.0006,716.61,49,16.0816,1.0996
834,913.8409,806.27,58,15.7559,1.1334
835,726.5569,656.21,46,15.7947,1.1072
836,480.2438,641.46,39,12.3139,0.7487
837,808.5115,701.78,49,16.5002,1.1521
838,479.7031,541.73,31,15.4743,0.8855
839,659.8196,602.47,38,17.3637,1.0952
840,655.3306,664.51,45,14.5629,0.9862
841,442.2090,487.78,27,16.3781,0.9066
842,681.3218,671.96,45,15.1405,1.0139
843,880.2638,784.90,57,15.4432,1.1215
844,794.6921,734.32,51,15.5822,1.0822
845,501.8968,497.92,31,16.1902,1.0080
846,204.7648,159.26,13,15.7511,1.2857
847,866.6415,764.18,55,15.7571,1.1341
848,945.1255,825.05,61,15.4939,1.1455
849,621.1994,620.89,39,15.9282,1.0005
850,613.1946,566.25,37,16.5728,1.0829
851,928.4876,809.47,60,15.4748,1.1470
852,718.6168,610.36,41,17.5272,1.1774
853,1070.6342,842.42,65,16.4713,1.2709
854,779.8219,639.17,44,17.7232,1.2201
855,657.8317,642.93,43,15.2984,1.0232
856,597.2911,651.26,39,15.3152,0.9171
857,908.5299,785.39,56,16.2237,1.1568
858,953.0768,822.28,59,16.1538,1.1591
859,691.4594,664.90,43,16.0805,1.0399
860,188.3291,625.07,40,4.7082,0.3013
861,677.7515,602.57,38,17.8356,1.1248
862,1105.8636,1254.53,68,16.2627,0.8815
863,700.0435,1196.07,42,16.6677,0.5853
864,690.3367,1142.95,39,17.7009,0.6040
865,669.7081,688.65,41,16.3343,0.9725
866,613.3337,620.07,38,16.1404,0.9891
867,264.1244,572.59,30,8.8041,0.4613
868,140.4756,157.60,9,15.6084,0.8914
869,402.6759,447.34,26,15.4875,0.9002
870,650.5052,591.62,36,18.0696,1.0995
871,809.1585,714.84,50,16.1832,1.1319
872,727.5699,972.49,46,15.8167,0.7481
873,714.0760,1204.51,43,16.6064,0.5928
874,556.9220,1127.07,37,15.0519,0.4941
875,630.8932,757.17,38,16.6025,0.8332
876,1086.0089,1368.49,69,15.7393,0.7936
877,706.9298,885.67,40,17.6732,0.7982
878,612.8319,911.70,36,17.0231,0.6722
879,754.3395,1196.67,43,17.5428,0.6304
880,762.8724,1201.07,45,16.9527,0.6352
881,688.4534,974.60,45,15.2990,0.7064
882,809.4273,704.37,53,15.2722,1.1491
883,283.9804,517.55,30,9.4660,0.5487
884,863.1154,750.35,56,15.4128,1.1503
885,597.2114,532.19,34,17.5650,1.1222
886,635.8676,574.26,36,17.6630,1.1073
887,422.4522,537.31,31,13.6275,0.7862
888,652.2477,621.74,41,15.9085,1.0491
889,693.9728,615.99,39,17.7942,1.1266
890,252.3932,572.40,36,7.0109,0.4409
891,516.7058,584.59,38,13.5975,0.8839
892,689.8005,649.61,43,16.0419,1.0619
893,179.0007,155.97,9,19.8890,1.1477
894,42.6264,333.55,18,2.3681,0.1278
895,410.7490,549.33,34,12.0809,0.7477
896,688.8445,628.98,43,16.0196,1.0952
897,929.6478,773.71,59,15.7567,1.2016
898,895.1850,784.42,56,15.9854,1.1412
899,590.0732,562.91,35,16.8592,1.0483
900,616.1042,571.33,36,17.1140,1.0784
901,646.5293,586.77,39,16.5777,1.1018
902,708.9823,570.37,38,18.6574,1.2430
903,629.6253,582.70,37,17.0169,1.0805
904,573.3625,591.39,38,15.0885,0.9695
905,969.4340,815.41,61,15.8924,1.1889
906,847.0193,737.43,53,15.9815,1.1486
907,654.5020,581.53,37,17.6892,1.1255
908,617.2620,566.92,34,18.1548,1.0888
909,978.3913,805.02,59,16.5829,1.2154
910,608.6415,590.39,39,15.6062,1.0309
911,1167.1563,896.55,72,16.2105,1.3018
912,805.7456,700.70,53,15.2027,1.1499
913,597.1119,530.99,33,18.0943,1.1245
914,734.0253,555.73,38,19.3165,1.3208
915,1055.7257,834.37,64,16.4957,1.2653
916,404.5266,370.78,24,16.8553,1.0910
917,284.2942,240.52,15,18.9529,1.1820
918,623.6103,573.33,37,16.8543,1.0877
919,657.2634,621.24,43,15.2852,1.0580
920,891.6863,758.06,55,16.2125,1.1763
921,592.7208,540.72,34,17.4330,1.0962
922,680.5568,612.30,43,15.8269,1.1115
923,700.2930,591.99,41,17.0803,1.1829
924,553.4532,672.16,47,11.7756,0.8234
925,831.5673,721.06,53,15.6899,1.1533
926,730.8689,665.03,44,16.6107,1.0990
927,715.7529,631.10,45,15.9056,1.1341
928,974.9562,782.97,61,15.9829,1.2452
929,776.1258,658.85,45,17.2472,1.1780
930,857.1592,744.45,54,15.8733,1.1514
931,810.3985,733.42,51,15.8902,1.1050
932,755.2961,591.24,40,18.8824,1.2775
933,646.7426,645.73,43,15.0405,1.0016
934,904.2488,728.97,52,17.3894,1.2404
935,1008.7116,836.94,64,15.7611,1.2052
936,906.4401,711.10,54,16.7859,1.2747
937,1037.8248,804.21,64,16.2160,1.2905
938,236.7878,221.96,15,15.7859,1.0668
939,448.9725,381.11,26,17.2682,1.1781
940,868.1275,742.38,56,15.5023,1.1694
941,759.3791,665.77,48,15.8204,1.1406
942,647.2690,553.81,37,17.4938,1.1688
943,623.6432,582.50,38,16.4117,1.0706
944,529.4138,565.70,34,15.5710,0.9359
945,811.3093,651.22,45,18.0291,1.2458
946,428.4412,499.34,33,12.9831,0.8580
947,806.1970,695.88,51,15.8078,1.1585
948,665.9767,636.82,44,15.1358,1.0458
949,742.8863,659.11,48,15.4768,1.1271
950,800.5183,597.59,41,19.5248,1.3396
951,590.1808,522.77,34,17.3583,1.1289
952,692.7826,632.62,44,15.7451,1.0951
953,979.4542,725.37,58,16.8871,1.3503
954,636.2418,550.08,36,17.6734,1.1566
955,691.2816,626.47,44,15.7109,1.1035
956,311.0584,545.95,35,8.8874,0.5698
957,733.3953,653.81,47,15.6042,1.1217
958,1115.6227,817.73,68,16.4062,1.3643
959,1006.4987,815.34,62,16.2339,1.2344
960,708.6894,668.54,46,15.4063,1.0601
961,386.5875,363.19,25,15.4635,1.0644
962,237.8991,264.03,15,15.8599,0.9010
963,674.6828,634.68,40,16.8671,1.0630
964,635.2496,589.93,37,17.1689,1.0768
965,705.5376,612.05,44,16.0349,1.1527
966,678.7925,650.58,38,17.8630,1.0434
967,275.0415,930.16,33,8.3346,0.2957
968,287.9426,1173.98,42,6.8558,0.2453
969,744.9615,1212.24,50,14.8992,0.6145
970,5.8651,558.55,31,0.1892,0.0105
971,33.2177,627.46,43,0.7725,0.0529
972,687.7218,715.46,39,17.6339,0.9612
973,698.8263,1210.15,45,15.5295,0.5775
974,665.2006,1145.17,40,16.6300,0.5809
975,718.9495,986.98,44,16.3398,0.7284
976,639.3913,914.92,36,17.7609,0.6988
977,686.8927,1075.47,46,14.9324,0.6387
978,782.3886,973.77,44,17.7816,0.8035
979,506.0927,1075.89,36,14.0581,0.4704
980,113.5063,1088.34,37,3.0677,0.1043
981,856.8215,1240.68,57,15.0320,0.6906
982,229.8578,529.64,34,6.7605,0.4340
983,634.2802,561.20,38,16.6916,1.1302
984,668.9335,622.93,43,15.5566,1.0739
985,710.4222,610.85,45,15.7872,1.1630
986,683.3350,580.87,43,15.8915,1.1764
987,184.4125,165.32,12,15.3677,1.1155
988,708.0797,541.15,37,19.1373,1.3085
989,668.3906,579.68,38,17.5892,1.1530
990,467.6586,561.43,38,12.3068,0.8330
991,600.9113,593.98,38,15.8135,1.0117
992,716.0140,598.26,41,17.4638,1.1968
993,617.4887,575.82,38,16.2497,1.0724
994,721.9391,565.03,37,19.5119,1.2777
995,608.8326,577.87,39,15.6111,1.0536
996,700.3181,589.22,42,16.6742,1.1885
997,582.4230,576.95,37,15.7412,1.0095
998,676.6733,607.03,43,15.7366,1.1147
999,674.0592,634.96,42,16.0490,1.0616
1000,708.3142,616.62,44,16.0980,1.1487
1001,280.0378,515.93,32,8.7512,0.5428
1002,983.5754,790.10,61,16.1242,1.2449
1003,774.9447,644.05,45,17.2210,1.2032
1004,1013.6949,811.61,68,14.9073,1.2490
1005,168.6876,477.13,35,4.8196,0.3535
1006,646.7999,560.85,39,16.5846,1.1532
1007,831.1771,598.29,43,19.3297,1.3893
1008,856.5635,608.77,45,19.0347,1.4070
1009,302.5149,561.72,36,8.4032,0.5385
1010,1097.0650,907.06,70,15.6724,1.2095
1011,73.5485,43.13,5,14.7097,1.7053
1012,683.5572,612.51,40,17.0889,1.1160
1013,907.8498,742.54,59,15.3873,1.2226
1014,411.3841,467.07,33,12.4662,0.8808
1015,780.9600,642.59,49,15.9380,1.2153
1016,722.9328,642.93,46,15.7159,1.1244
1017,877.3331,765.53,56,15.6667,1.1460
1018,768.2836,646.96,43,17.8671,1.1875
1019,948.2242,714.36,50,18.9645,1.3274
1020,841.8862,720.54,55,15.3070,1.1684
1021,732.2945,568.16,39,18.7768,1.2889
1022,856.2593,742.33,57,15.0221,1.1535
1023,648.5296,530.95,35,18.5294,1.2214
1024,726.7361,591.02,42,17.3032,1.2296
1025,662.2092,640.26,45,14.7158,1.0343
1026,754.0867,615.08,44,17.1383,1.2260
1027,1018.6126,780.53,62,16.4292,1.3050
1028,1071.8479,828.15,68,15.7625,1.2943
1029,1186.5050,953.31,78,15.2116,1.2446
1030,843.0582,703.64,54,15.6122,1.1981
1031,235.5487,569.53,40,5.8887,0.4136
1032,-16.2382,10.04,1,-16.2382,-1.6167
1033,335.0129,482.82,33,10.1519,0.6939
1034,977.0488,790.74,63,15.5087,1.2356
1035,259.4407,546.34,35,7.4126,0.4749
1036,813.8214,639.96,50,16.2764,1.2717
1037,694.0171,552.33,39,17.7953,1.2565
1038,629.8066,532.42,35,17.9945,1.1829
1039,987.1368,766.21,65,15.1867,1.2883
1040,901.2390,700.42,55,16.3862,1.2867
1041,925.5054,705.74,56,16.5269,1.3114
1042,1068.2007,819.58,66,16.1849,1.3034
1043,876.7142,638.91,46,19.0590,1.3722
1044,1054.4207,851.43,66,15.9761,1.2384
1045,763.6322,611.52,43,17.7589,1.2488
1046,993.0638,842.13,66,15.0464,1.1792
1047,873.0098,679.90,52,16.7886,1.2840
1048,322.9835,543.92,41,7.8776,0.5938
1049,788.4292,589.55,45,17.5206,1.3373
1050,946.0097,770.60,62,15.2582,1.2276
1051,886.1842,710.16,54,16.4108,1.2479
1052,423.1025,315.60,27,15.6705,1.3406
1053,725.3813,571.89,46,15.7692,1.2684
1054,866.4816,716.67,53,16.3487,1.2090
1055,746.8198,620.91,43,17.3679,1.2028
1056,653.8164,579.98,39,16.7645,1.1273
1057,765.6668,668.09,47,16.2908,1.1461
1058,742.7210,682.65,49,15.1576,1.0880
1059,432.9488,560.97,37,11.7013,0.7718
1060,886.3203,723.89,56,15.8271,1.2244
1061,168.7606,508.07,32,5.2738,0.3322
1062,683.2717,586.20,38,17.9808,1.1656
1063,1018.4966,852.03,66,15.4318,1.1954
1064,749.0144,658.09,47,15.9365,1.1382
1065,717.6939,562.00,40,17.9423,1.2770
1066,701.1991,656.92,46,15.2435,1.0674
1067,723.2366,612.99,43,16.8195,1.1799
1068,779.5561,651.77,47,16.5863,1.1961
1069,664.5647,654.40,46,14.4471,1.0155
1070,808.5611,733.88,52,15.5493,1.1018
1071,1186.3308,892.95,72,16.4768,1.3286
1072,841.9324,710.75,53,15.8855,1.1846
1073,684.8898,576.12,38,18.0234,1.1888
1074,173.0665,149.22,10,17.3067,1.1598
1075,457.6652,413.02,28,16.3452,1.1081
1076,726.7277,558.24,42,17.3030,1.3018
1077,864.1974,712.26,54,16.0037,1.2133
1078,489.7661,584.19,43,11.3899,0.8384
1079,824.4875,747.40,53,15.5564,1.1031
1080,667.9615,655.51,44,15.1809,1.0190
1081,766.7532,624.35,44,17.4262,1.2281
1082,654.2403,605.34,38,17.2168,1.0808
1083,612.3212,540.96,37,16.5492,1.1319
1084,683.7078,536.20,35,19.5345,1.2751
1085,678.0152,575.58,39,17.3850,1.1780
1086,837.3081,697.66,49,17.0879,1.2002
1087,1236.2495,951.52,78,15.8494,1.2992
1088,751.2124,692.96,49,15.3309,1.0841
1089,612.3755,592.51,38,16.1151,1.0335
1090,733.6234,525.85,39,18.8109,1.3951
1091,928.2477,782.87,59,15.7330,1.1857
1092,765.4740,581.76,41,18.6701,1.3158
1093,715.0309,648.21,45,15.8896,1.1031
1094,671.1066,590.58,41,16.3685,1.1364
1095,1229.5888,914.57,76,16.1788,1.3445
1096,444.0572,400.76,28,15.8592,1.1080
1097,426.6176,336.68,27,15.8007,1.2671
1098,608.8058,559.16,38,16.0212,1.0888
1099,983.1894,836.73,63,15.6062,1.1750
1100,1001.4095,857.66,65,15.4063,1.1676
1101,685.6607,604.08,42,16.3253,1.1350
1102,966.8351,830.09,63,15.3466,1.1647
1103,637.7211,611.98,40,15.9430,1.0421
1104,1110.0041,904.12,69,16.0870,1.2277
