TIME,SEGMENT_NO,DURATION,BYTES,CRF,QUALITY_INDEX,RESOLUTION,BITRATE,CURRENT_THROUGHPUT,VMAF,REBUF,BUFFER_STATE,DELAY,REWARD
0.0,0,10000.0,67322,39,0,"(640, 360)",53.8576,414806.0,70.0,261.63513261179156,10000.0,250.83953259570674,6.304066333333342
10000.0,1,1000.0,126806,20,0,"(640, 360)",1014.448,414806.0,57.391867333333316,0.0,10589.953180698434,401.78898087298643,15.369756360000002
11000.0,2,1000.0,304446,18,1,"(854, 480)",2435.568,414806.0,95.6162606,0.0,10877.584939067343,706.0304627389914,14.986117466666668
12000.0,3,5677.926748991013,390787,33,2,"(1280, 720)",547.6723239516685,927100.0,92.875507,0.0,16039.807588513368,523.700503550971,15.914389225000015
17677.926748991013,4,2151.4728665351868,560229,18,3,"(1920, 1080)",2068.5375279173036,927100.0,89.40374274999998,0.0,17455.762423614084,714.6649496409301,13.56946464545455
19829.3996155262,5,1000.0,222851,27,3,"(1920, 1080)",1782.808,933783.75,96.42835890909092,0.0,18128.68234662949,331.2144808688307,14.833525725000005
20829.3996155262,6,4115.55340886116,2651581,17,3,"(1920, 1080)",5142.4601212121215,933783.75,97.9565,0.0,18265.009059987504,3690.0910840700785,13.422393134090917
24944.95302438736,7,2828.2701075077057,3701920,15,3,"(1920, 1080)",10452.481229703673,475675.625,96.01193155,0.0,14011.725566177114,6480.591785892639,14.571781321428581
27773.223131895065,8,1000.0,1325806,15,3,"(1920, 1080)",10606.448,4106700.0,96.76943735714285,0.0,14601.681230822907,419.83131544984894,13.306018724999994
28773.223131895065,9,2769.5375084877014,3490241,17,3,"(1920, 1080)",10001.883462461676,4106700.0,96.51201979999999,0.0,16391.492748971188,925.7151338067268,13.837491964285704
31542.760640382767,10,1000.0,1498894,15,3,"(1920, 1080)",11991.152,4529994.0,95.86389078571429,0.0,16960.72066352218,428.2969641670026,13.35071829999999
32542.760640382767,11,1000.0,268073,29,3,"(1920, 1080)",2144.584,4529994.0,96.322603,0.0,17816.492287056517,142.29193797235888,15.31733808571429
33542.76064038277,12,1510.863721370697,1007346,19,3,"(1920, 1080)",5227.307842744251,4529994.0,91.0931054,0.0,18938.144313286397,358.6810088256898,13.632566875000002
35053.624361753464,13,3648.1127738952637,147605,40,3,"(1920, 1080)",322.0472434502506,3295956.0,95.38007225,0.0,22470.024139241817,127.14070339850602,15.817331511111114
38701.73713564873,14,8402.492940425873,4039812,20,3,"(1920, 1080)",3839.8211548585678,3295956.0,80.55154777777777,0.0,29519.546128906244,1474.746908539811,12.817822921341438
47104.2300760746,15,5976.315259933472,7091848,15,3,"(1920, 1080)",9455.797333333334,2726973.0,95.5930502439024,0.0,33409.603000072624,2307.696448857959,15.347744139463611
53080.54533600807,16,1000.0,869284,15,3,"(1920, 1080)",6954.272,3571667.625,97.33816486206898,0.0,34058.738773353805,328.9792230471372,12.92825401560976
54080.54533600807,17,4409.833043813705,2697601,15,3,"(1920, 1080)",4886.220310473938,3884721.25,95.8125984,0.0,37612.49588831358,810.9610696005537,13.930073568338553
58490.37837982178,18,4797.492980957031,956092,20,3,"(1920, 1080)",1582.4972125860147,3884721.25,97.77315009090908,0.0,42044.86424840903,339.96628944385213,13.839482659999998
63287.87136077881,19,1000.0,614368,15,3,"(1920, 1080)",4914.944,3836486.5,97.36790416666666,0.0,42772.50403509864,248.56651467292713,14.393426590909087
64287.87136077881,20,1885.424017906189,453058,23,3,"(1920, 1080)",1891.0243667783711,3836486.5,96.759447,0.0,44441.39673056186,204.307268615369,13.715516116666663
66173.295378685,21,1000.0,287944,26,3,"(1920, 1080)",2303.552,3836486.5,97.3047761,0.0,45283.61741557905,159.00430442500476,14.730392500000004
67173.295378685,22,1000.0,714799,15,3,"(1920, 1080)",5718.392,3836486.5,99.01056200000001,0.0,45992.00319644205,276.1221549978086,14.763580789999997
68173.295378685,23,1000.0,932064,15,3,"(1920, 1080)",7456.512,3836486.5,99.156764,0.0,46681.900856514105,335.73398994105673,14.75338664
69173.295378685,24,1000.0,266900,22,3,"(1920, 1080)",2135.2,3836486.5,99.4240714,0.0,47524.382445145515,153.23038108463373,16.5094699
70173.295378685,25,1000.0,205120,19,3,"(1920, 1080)",1640.96,3836486.5,95.29458819999999,0.0,48402.03331927842,131.74651840391098,16.822852599999997
71173.295378685,26,1000.0,546043,15,3,"(1920, 1080)",4368.344,4629150.0,95.20243760000001,0.0,49179.71028407794,204.16579831354738,12.767727779999992
72173.295378685,27,1000.0,229606,22,3,"(1920, 1080)",1836.848,4629150.0,95.49531099999999,0.0,50046.92200559691,132.2105626985061,12.686065039999995
73173.295378685,28,1000.0,692984,15,3,"(1920, 1080)",5543.872,4629150.0,95.343848,0.0,50813.39790876181,237.57900307945587,14.047566899999989
74173.295378685,29,2599.430203437805,1001528,25,3,"(1920, 1080)",3052.2758095238096,4629150.0,97.66182999999998,0.0,53119.57978291899,307.73943380534223,14.64030786153847
76772.7255821228,30,4314.895182847977,5937775,15,3,"(1920, 1080)",10962.046997080539,4629150.0,98.62448776923078,0.0,55791.32114513991,1557.7180661512589,14.979249885714282
81087.62076497078,31,1000.0,811078,15,3,"(1920, 1080)",6488.624,4777650.0,99.57572147619047,0.0,56534.88987284443,258.7000545853032,15.005431969230784
82087.62076497078,32,2056.837022304535,306704,27,3,"(1920, 1080)",1177.7435484389678,4777650.0,97.2381116,0.0,58442.1327849199,147.57429191955745,16.851832726190466
84144.45778727531,33,1582.2241604328156,239891,19,3,"(1920, 1080)",1212.0810972802308,4777650.0,95.4477775,0.0,59904.28928791661,132.8537758323157,14.286135849999994
85726.68194770813,34,3021.4406549930573,990098,15,3,"(1920, 1080)",2604.0930844829495,4777650.0,95.9039515,0.0,59620.57303482562,298.1424803099079,13.560105649999997
88748.12260270119,35,1000.0,293740,17,3,"(1920, 1080)",2349.92,1766164.0,96.84147233333333,0.0,59859.785933303014,255.06867991873918,13.200790769999998
89748.12260270119,36,1173.2374429702759,694640,15,3,"(1920, 1080)",4598.997130757829,1130080.125,96.3186432,0.0,59788.986616688795,727.0337667428671,14.097699916666663
90921.36004567146,37,1000.0,597894,15,3,"(1920, 1080)",4783.152,1679048.0,95.48754483333333,0.0,59793.78768287452,454.83270595191914,13.538916499999992
91921.36004567146,38,3090.0542438030243,691346,15,3,"(1920, 1080)",1769.84576,1911602.0,95.55945340000001,0.0,59906.3967297769,460.69254561302375,13.179716356666678
95011.41428947449,39,1000.0,494279,15,3,"(1920, 1080)",3954.232,1748250.0,96.21411806666669,0.0,59539.39864094361,377.608284976706,14.021747580000007
96011.41428947449,40,1000.0,402518,18,3,"(1920, 1080)",3220.144,2413800.0,97.62948820000001,0.0,59787.08306816554,255.53366388877987,14.037674713333328
97011.41428947449,41,3592.3263132572174,481253,24,3,"(1920, 1080)",1062.0755862068966,1683450.0,97.7651442,0.0,59983.43407683314,380.9190087398841,14.973606061111127
100603.7406027317,42,2532.137870788574,941415,18,3,"(1920, 1080)",2963.1419064731926,5770690.0,95.31176427777777,0.0,59785.98875267526,251.72351276792497,14.758120046153842
103135.87847352028,43,1000.0,616856,15,3,"(1920, 1080)",4934.848,4614413.625,96.0140483076923,0.0,59557.91107403444,220.71606016098264,13.052763612222213
104135.87847352028,44,1000.0,279109,20,3,"(1920, 1080)",2232.872,3981822.0,95.97323339999998,0.0,59898.87771025377,153.78505301553437,14.576620969230762
105135.87847352028,45,1000.0,377904,19,3,"(1920, 1080)",3023.232,3981822.0,98.63004299999999,0.0,59729.395858688404,179.9024276350189,14.939465619999996
106135.87847352028,46,1000.0,299593,19,3,"(1920, 1080)",2396.744,4984416.375,99.22798159999999,0.0,59596.759156453896,143.2694038590584,14.830894199999989
107135.87847352028,47,1000.0,142028,27,3,"(1920, 1080)",1136.224,6077068.0,97.5982976,0.0,59995.82283571314,104.80513194779974,16.155241299999986
108135.87847352028,48,7540.1493310928345,3302883,16,3,"(1920, 1080)",3503.610541276882,5802496.0,96.14548060000001,0.0,59859.3771033838,695.5543773946897,14.046629580540545
115676.02780461311,49,1522.484928369522,1098985,15,3,"(1920, 1080)",5702.839848034628,5616829.125,98.01076556756757,0.0,59591.89019247593,285.95718510298707,13.833282164999996
117198.51273298264,50,3399.8397290706635,3402277,15,3,"(1920, 1080)",7966.306344750601,5570658.625,97.413050375,0.0,59786.43081432593,714.0676417180614,14.051520244038166
120598.3524620533,51,1483.586996793747,1002033,17,3,"(1920, 1080)",5344.176,4224880.0,97.91849064705882,0.0,59945.75383609732,295.4098833189411,14.556717012499995
122081.93945884705,52,1000.0,659951,15,3,"(1920, 1080)",5279.608,5711852.0,98.83003674999999,0.0,59760.17939828178,201.62171974307014,14.350491015294123
123081.93945884705,53,1000.0,755288,15,3,"(1920, 1080)",6042.304,5748648.0,98.57056680000001,0.0,59554.589514474,218.30034470713812,15.328022149999988
124081.93945884705,54,2151.7770290374756,1030050,15,3,"(1920, 1080)",3803.260953344469,4967652.0,97.0040292,0.0,59928.30571067866,298.26471699199885,15.369069527272728
126233.71648788452,55,5290.642321109772,2394309,16,3,"(1920, 1080)",3619.742512142204,5587648.0,96.40299454545456,0.0,59671.63332868811,531.0529767010905,13.626293610769228
131524.3588089943,56,1000.0,557623,15,3,"(1920, 1080)",4460.984,5938916.75,97.21116088461538,0.0,59501.622549317726,178.83478817031212,13.628275505454544
132524.3588089943,57,6029.041588306427,2929179,16,3,"(1920, 1080)",3878.6368066959,4897240.0,97.1142916,0.0,59838.710431496664,696.6476100422512,13.714505546021222
138553.40039730072,58,1220.5317616462708,812403,15,3,"(1920, 1080)",5199.3792,5899498.0,97.39270272413793,0.0,59845.78585069884,224.9548847430034,13.859253539999994
139773.932158947,59,1000.0,718679,15,3,"(1920, 1080)",5749.432,5782050.0,97.61780449999999,0.0,59649.32951727968,210.83667739405846,13.920790047586209
140773.932158947,60,1000.0,197317,25,3,"(1920, 1080)",1578.536,5832232.0,97.7667672,0.0,59542.725842484266,115.6127988843993,14.631402599999994
141773.932158947,61,4301.709979772568,2443462,15,3,"(1920, 1080)",4511.007116231317,5086570.0,95.9728038,0.0,59762.61403990997,564.1821107940516,14.100742937142869
146075.64213871956,62,1000.0,786497,15,3,"(1920, 1080)",6291.976,6565050.0,98.12903276190478,0.0,59571.42265992599,206.1059061160796,13.006292599999995
147075.64213871956,63,6237.375736236572,2974750,15,3,"(1920, 1080)",3807.68,5738182.0,95.9330224,0.0,59710.190282467316,637.2805452954046,14.496734245238116
153313.01787495613,64,4668.2727336883545,487717,29,3,"(1920, 1080)",828.6873507035293,5186243.75,97.26459703333333,0.0,59704.172383676174,178.99000905799574,13.464283530434784
157981.2906086445,65,1000.0,454883,15,3,"(1920, 1080)",3639.064,4534650.0,94.93747773913043,0.0,59506.665288818745,185.59231925866732,14.126577233333329
158981.2906086445,66,1000.0,501551,15,3,"(1920, 1080)",4012.408,6083098.0,96.2760396,0.0,59853.31573679444,166.7893992588368,13.339524546086954
159981.2906086445,67,1000.0,680977,15,3,"(1920, 1080)",5447.816,5149152.875,96.3887872,0.0,59619.28865985791,219.21083955714602,13.163663600000007
160981.2906086445,68,2466.2545025348663,1647988,15,3,"(1920, 1080)",5273.5616,6354054.0,96.224752,0.0,59761.04885435005,353.01061818585674,14.324644379999999
163447.54511117935,69,3341.787338256836,1855795,15,3,"(1920, 1080)",4398.921481481481,5067296.0,98.2725385,0.0,59592.97223694388,465.505094048706,13.93440684705883
166789.3324494362,70,2091.119945049286,1057956,15,3,"(1920, 1080)",3982.8931764705885,5311250.0,97.59480341176472,0.0,59900.63891801385,285.24166063952816,14.504250181818179
168880.45239448547,71,1000.0,629893,17,3,"(1920, 1080)",5039.144,5511936.125,97.53657663636363,0.0,59681.24794747094,200.29262460981346,14.049235618823518
169880.45239448547,72,1000.0,255483,17,3,"(1920, 1080)",2043.864,5964864.875,98.01452659999998,0.0,59553.539421047484,125.08559360855773,13.807535536363638
170880.45239448547,73,1000.0,95140,26,3,"(1920, 1080)",761.12,5351414.0,97.45808219999999,0.0,59950.10149090717,98.71418814187291,14.930370199999984
171880.45239448547,74,1817.6869750022888,571740,15,3,"(1920, 1080)",2494.8659081574374,5829286.0,96.1683128,0.0,59601.4338055256,183.242760596644,14.288135113333336
173698.13936948776,75,1000.0,370891,15,3,"(1920, 1080)",2967.128,4903548.0,98.38990555555556,0.0,59948.74921472245,159.6181823747557,13.898080639999998
174698.13936948776,76,1000.0,495610,15,3,"(1920, 1080)",3964.88,4903548.0,97.5248532,0.0,59782.558412275655,179.8525238536112,14.416512524444446
175698.13936948776,77,1000.0,636619,19,3,"(1920, 1080)",5092.952,4849074.0,98.7591718,0.0,59573.25817018492,218.19654291889438,14.766211120000005
176698.13936948776,78,1694.8887407779694,856772,19,3,"(1920, 1080)",4012.201368234413,4968000.0,99.19782740000001,0.0,59526.55523486263,261.5348758369353,14.707772466666668
178393.02811026573,79,1000.0,402782,18,3,"(1920, 1080)",3222.256,4121536.0,98.10279866666667,0.0,59850.342635013345,182.86967107204183,15.452712300000009
179393.02811026573,80,1000.0,570634,15,3,"(1920, 1080)",4565.072,4220102.0,97.4902302,0.0,59631.82030034095,222.33479864255713,14.165524333333327
180393.02811026573,81,2803.813189268112,2233442,15,3,"(1920, 1080)",6306.189918375285,5316300.0,98.29300699999999,0.0,59932.18494967603,551.5252742552404,15.022991722857144
183196.84129953384,82,2062.772750854492,536208,26,3,"(1920, 1080)",2059.0390494462476,4221280.75,99.62002457142857,0.0,59773.02055912392,213.71047961787676,14.222051660000005
185259.61405038834,83,1903.226375579834,1538820,15,3,"(1920, 1080)",6422.899752539173,3175675.625,98.4189206,0.0,59578.31905361875,590.0680036600997,15.333177271428575
187162.84042596817,84,4873.970538377762,2355091,15,3,"(1920, 1080)",3864.764717948718,4072949.9999999995,98.5736946,0.0,59795.94263647844,688.6603464061031,14.917972079166674
192036.81096434593,85,1000.0,1216780,15,3,"(1920, 1080)",9734.24,5801844.125,97.00189704166667,0.0,59990.086922545044,304.4401855909866,14.628059499999996
193036.81096434593,86,1612.8083169460297,548188,22,3,"(1920, 1080)",2698.7716923076923,5508162.125,99.1423816,0.0,59933.1391264247,184.76089608564308,14.00529072083334
194649.61928129196,87,1000.0,764351,15,3,"(1920, 1080)",6114.808,5435064.0,97.84246737500001,0.0,59701.64037842437,228.0350553369749,14.66217379999999
195649.61928129196,88,1427.8777837753296,1008590,19,3,"(1920, 1080)",5532.8378360772185,4885650.0,98.9604156,0.0,59806.68733419663,297.30449054077275,14.45082689107143
197077.4970650673,89,1000.0,344182,15,3,"(1920, 1080)",2753.456,5637950.0,98.72512271428572,0.0,59667.66161098243,144.26038579718926,15.431107500000003
198077.4970650673,90,1830.702394247055,239423,28,3,"(1920, 1080)",1044.7550990463815,5935466.0,97.0586162,0.0,59871.8030372805,122.46072853021411,15.440320214285727
199908.19945931435,91,4589.163661003113,2241448,15,3,"(1920, 1080)",3877.099243243243,6169692.0,96.56960499999998,0.0,59532.59870408484,462.42086434272915,13.719639249565223
204497.36312031746,92,1917.0681834220886,890527,15,3,"(1920, 1080)",3637.8981511316,5493148.0,97.3758347826087,0.0,59688.17408824427,250.64838633607965,14.080019340000003
206414.43130373955,93,5477.877140045166,4348533,15,3,"(1920, 1080)",6325.138909090909,5807005.0,97.8949664,0.0,59802.265434364315,1945.7379033589332,14.820173343961347
211892.3084437847,94,1000.0,1251845,16,3,"(1920, 1080)",10014.76,5927132.875,99.26292803703703,0.0,59519.09915064897,302.3219230507581,14.7047612
212892.3084437847,95,1000.0,1297808,15,3,"(1920, 1080)",10382.464,5828616.625,99.1570964,0.0,59699.279123591805,314.3804322883436,14.690574676296297
213892.3084437847,96,1000.0,543193,15,3,"(1920, 1080)",4345.544,4834869.125,99.3614458,0.0,59520.045859149956,198.26216811259764,14.948132599999994
214892.3084437847,97,1000.0,496423,15,3,"(1920, 1080)",3971.384,5694594.625,98.41792760000001,0.0,59836.983393074624,171.7625504055593,15.109387900000002
215892.3084437847,98,1000.0,263944,21,3,"(1920, 1080)",2111.552,5694594.625,98.5041158,0.0,59720.95199792872,128.78938849377434,14.550510900000013
216892.3084437847,99,3695.8424150943756,2008468,15,3,"(1920, 1080)",4332.875175988779,5368950.0,97.7348334,0.0,59936.27004251751,464.02220616617785,14.534758883333325
220588.1508588791,100,2838.0923569202423,748387,15,3,"(1920, 1080)",2082.4681739130433,5054398.0,97.93871383333334,0.0,59549.35208969752,235.85946921348184,14.64119557857142
223426.24321579933,101,1000.0,697441,15,3,"(1920, 1080)",5579.528,5371621.625,96.18727564285716,0.0,59822.48845840555,216.6716556571744,15.377601333333338
224426.24321579933,102,2433.290421962738,1021551,20,3,"(1920, 1080)",3324.369806694211,5371621.625,95.122225,0.0,59928.31030103926,299.75949806945863,13.70085633571428
226859.53363776207,103,3227.0719408988953,1580184,17,3,"(1920, 1080)",3889.6836923076926,3347984.0,97.19930649999999,0.0,59607.54533454185,576.8218423228332,14.208351637500009
230086.60557866096,104,1000.0,290307,19,3,"(1920, 1080)",2322.456,5204966.0,97.86762356250001,0.0,59966.72203905458,138.71053063352838,14.788784499999998
231086.60557866096,105,1000.0,264778,21,3,"(1920, 1080)",2118.224,5293290.0,94.82104399999999,0.0,59831.62594050075,132.6541497273957,15.607270062500014
232086.60557866096,106,1000.0,802187,15,3,"(1920, 1080)",6417.496,5428383.625,94.520707,0.0,59592.66798665057,235.554107217515,13.681758079999996
233086.60557866096,107,1000.0,483033,15,3,"(1920, 1080)",3864.264,4950872.25,96.93977079999999,0.0,59920.08635304308,182.70024427992144,13.95226182
234086.60557866096,108,1000.0,360564,15,3,"(1920, 1080)",2884.512,5937362.125,97.3405542,0.0,59763.12985828605,143.92418798804175,13.62825809999999
235086.60557866096,109,1000.0,494908,15,3,"(1920, 1080)",3959.264,5928647.375,96.6230254,0.0,59597.03414548707,167.8709352272253,13.805352900000003
236086.60557866096,110,1000.0,473339,15,3,"(1920, 1080)",3786.712,5457433.375,97.0704026,0.0,59913.868552822394,171.2977850045432,13.570922099999994
237086.60557866096,111,1000.0,499095,15,3,"(1920, 1080)",3992.76,5457433.375,97.05537439999999,0.0,59730.57067463737,176.26561091911395,13.547856100000004
238086.60557866096,112,1000.0,298930,18,3,"(1920, 1080)",2391.44,5757076.0,97.04509299999998,0.0,59601.36920530608,134.65676636798557,13.654490399999993
239086.60557866096,113,1000.0,262267,20,3,"(1920, 1080)",2098.136,4813336.625,96.801768,0.0,59955.39351120451,137.35533328001748,13.676010799999979
240086.60557866096,114,1000.0,409103,15,3,"(1920, 1080)",3272.824,3625996.0,96.7381644,0.0,59760.744522094836,198.76315827212863,13.414806099999993
241086.60557866096,115,1000.0,842657,15,3,"(1920, 1080)",6741.256,5168830.0,96.7739238,0.0,59989.95988428947,251.60699199258877,14.02572316
242086.60557866096,116,1000.0,1247770,15,3,"(1920, 1080)",9982.16,6060279.75,97.832566,0.0,59688.40705426402,296.729616361878,13.52888182
243086.60557866096,117,2395.0512409210205,1611007,21,3,"(1920, 1080)",5332.987954070628,4761463.5,97.010457,0.0,59614.00915413628,436.15033951331634,14.417703700000008
245481.656819582,118,1000.0,270705,26,3,"(1920, 1080)",2165.64,3631916.125,98.66826716666668,0.0,59949.44958969559,158.45793288493064,13.787139939999998
246481.656819582,119,3882.405608892441,1388064,23,3,"(1920, 1080)",2835.1943118983563,4877027.0,97.4803094,0.0,59935.16188400545,379.5923541124542,14.705550877193005
250364.06242847443,120,2072.662055492401,1309568,15,3,"(1920, 1080)",5028.741924598708,5465652.375,97.92543257894735,0.0,59675.52586327708,332.2100816151791,14.013943819999993
252436.72448396683,121,1000.0,384566,22,3,"(1920, 1080)",3076.528,5200889.125,97.93662459999999,0.0,59503.29469701143,157.83405991941305,14.732859982105262
253436.72448396683,122,1000.0,876531,15,3,"(1920, 1080)",7012.248,5315810.0,99.2090054,0.0,59742.42255826288,253.56982482938926,14.107779699999995
254436.72448396683,123,1000.0,623369,16,3,"(1920, 1080)",4986.952,4206038.0,97.65768979999999,0.0,59510.00817898192,236.00855121538183,15.762029999999996
255436.72448396683,124,1000.0,324981,15,3,"(1920, 1080)",2599.848,5685568.0,96.8939508,0.0,59866.85831129111,140.16729782457878,13.979557299999982
